id,business_name,business_type,owner_name,address,city,state,zip,county,phone,email,website,priority,source,scraped_at,enrichment_status,discovered_at,status
TX_DAL_34682,Sushi by Sofia,sushi,Sofia (Owner),4231 Market St,Dallas,TX,75265,Dallas,(972) 209-9262,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235469+00:00,pending,2026-03-29T01:12:01.235471+00:00,new
TX_DAL_78923,Robert Bakery,bakery,Robert (Owner),6379 Washington St,Dallas,TX,75226,Dallas,(469) 730-9602,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235480+00:00,pending,2026-03-29T01:12:01.235482+00:00,new
TX_DAL_11154,Miguel's Burger,burger,Miguel (Owner),5138 Cedar St,Dallas,TX,75271,Dallas,(972) 912-7370,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235490+00:00,pending,2026-03-29T01:12:01.235492+00:00,new
TX_DAL_30480,William Bbq,bbq,William (Owner),6966 Pine St,Dallas,TX,75261,Dallas,(972) 478-4162,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235504+00:00,pending,2026-03-29T01:12:01.235505+00:00,new
TX_DAL_68741,The Jose Steakhouse,steakhouse,Jose (Owner),6583 Jefferson Blvd,Dallas,TX,75251,Dallas,(469) 525-4949,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235514+00:00,pending,2026-03-29T01:12:01.235518+00:00,new
TX_DAL_61613,Vietnamese House,vietnamese,Pedro (Owner),6007 Houston St,Dallas,TX,75221,Dallas,(469) 591-2338,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235527+00:00,pending,2026-03-29T01:12:01.235529+00:00,new
TX_DAL_81773,Hector's Breakfast,breakfast,Hector (Owner),5152 Oak St,Dallas,TX,75204,Dallas,(972) 503-3930,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235537+00:00,pending,2026-03-29T01:12:01.235538+00:00,new
TX_DAL_58928,Sandwich by Roberto,sandwich,Roberto (Owner),8735 Cedar St,Dallas,TX,75239,Dallas,(972) 411-3690,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235549+00:00,pending,2026-03-29T01:12:01.235550+00:00,new
TX_DAL_92355,The William Pizza,pizza,William (Owner),9466 Pine St,Dallas,TX,75243,Dallas,(469) 996-5360,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235559+00:00,pending,2026-03-29T01:12:01.235560+00:00,new
TX_DAL_42064,The Roberto Taqueria,taqueria,Roberto (Owner),4320 Pine St,Dallas,TX,75237,Dallas,(469) 203-5998,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235568+00:00,pending,2026-03-29T01:12:01.235570+00:00,new
TX_DAL_35866,Michael's Place,vietnamese,Michael (Owner),262 1st St,Dallas,TX,75287,Dallas,(214) 925-8697,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235578+00:00,pending,2026-03-29T01:12:01.235579+00:00,new
TX_DAL_82030,Carlos's Cafe,cafe,Carlos (Owner),7321 Cedar St,Dallas,TX,75250,Dallas,(214) 729-8240,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235587+00:00,pending,2026-03-29T01:12:01.235588+00:00,new
TX_DAL_20248,Elena's Cafe,cafe,Elena (Owner),2694 Dallas St,Dallas,TX,75225,Dallas,(469) 370-9522,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235596+00:00,pending,2026-03-29T01:12:01.235598+00:00,new
TX_DAL_15997,Maria Seafood,seafood,Maria (Owner),2970 Oak St,Dallas,TX,75239,Dallas,(214) 256-7530,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235609+00:00,pending,2026-03-29T01:12:01.235611+00:00,new
TX_DAL_11629,Thai House,thai,Lisa (Owner),1759 Houston St,Dallas,TX,75233,Dallas,(469) 373-6701,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235619+00:00,pending,2026-03-29T01:12:01.235620+00:00,new
TX_DAL_15237,Carmen's Mexican,mexican,Carmen (Owner),8869 Commerce St,Dallas,TX,75215,Dallas,(469) 870-2470,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235628+00:00,pending,2026-03-29T01:12:01.235630+00:00,new
TX_DAL_34377,Juan's Cafe,cafe,Juan (Owner),883 Pine St,Dallas,TX,75277,Dallas,(972) 404-6835,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235642+00:00,pending,2026-03-29T01:12:01.235643+00:00,new
TX_DAL_20980,Antonio Food Truck,food truck,Antonio (Owner),6217 Oak St,Dallas,TX,75256,Dallas,(972) 746-3596,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235651+00:00,pending,2026-03-29T01:12:01.235653+00:00,new
TX_DAL_28414,Michael & Family Food Truck,food truck,Michael (Owner),8826 Texas Ave,Dallas,TX,75253,Dallas,(214) 866-4370,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235661+00:00,pending,2026-03-29T01:12:01.235662+00:00,new
TX_DAL_45503,The Mike Diner,diner,Mike (Owner),2884 Maple Ave,Dallas,TX,75218,Dallas,(214) 462-7439,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235670+00:00,pending,2026-03-29T01:12:01.235672+00:00,new
TX_DAL_75403,Lisa's Burger,burger,Lisa (Owner),1977 3rd St,Dallas,TX,75279,Dallas,(214) 865-6137,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235680+00:00,pending,2026-03-29T01:12:01.235681+00:00,new
TX_DAL_80631,David's Place,diner,David (Owner),5960 Houston St,Dallas,TX,75219,Dallas,(972) 778-7705,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235689+00:00,pending,2026-03-29T01:12:01.235691+00:00,new
TX_DAL_96022,Lisa's Thai,thai,Lisa (Owner),6335 3rd St,Dallas,TX,75237,Dallas,(972) 363-6337,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235699+00:00,pending,2026-03-29T01:12:01.235700+00:00,new
TX_DAL_43354,Robert's Place,burger,Robert (Owner),1763 2nd St,Dallas,TX,75294,Dallas,(214) 954-9614,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235720+00:00,pending,2026-03-29T01:12:01.235722+00:00,new
TX_DAL_79525,Carmen & Family Cafe,cafe,Carmen (Owner),7193 Market St,Dallas,TX,75224,Dallas,(972) 334-1623,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235731+00:00,pending,2026-03-29T01:12:01.235732+00:00,new
TX_DAL_41117,William Mexican,mexican,William (Owner),3009 1st St,Dallas,TX,75216,Dallas,(469) 627-9565,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235740+00:00,pending,2026-03-29T01:12:01.235742+00:00,new
TX_DAL_15759,The Robert Chinese,chinese,Robert (Owner),7964 Cedar St,Dallas,TX,75250,Dallas,(469) 667-6376,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235753+00:00,pending,2026-03-29T01:12:01.235754+00:00,new
TX_DAL_27567,Steakhouse House,steakhouse,Sofia (Owner),1067 Main St,Dallas,TX,75207,Dallas,(469) 520-5380,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235762+00:00,pending,2026-03-29T01:12:01.235764+00:00,new
TX_DAL_73855,Breakfast House,breakfast,Linda (Owner),9165 Oak St,Dallas,TX,75221,Dallas,(469) 427-9782,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235775+00:00,pending,2026-03-29T01:12:01.235777+00:00,new
TX_DAL_82020,Burger House,burger,Carmen (Owner),9293 Main St,Dallas,TX,75225,Dallas,(214) 792-8846,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235788+00:00,pending,2026-03-29T01:12:01.235790+00:00,new
TX_DAL_99372,Roberto's Bakery,bakery,Roberto (Owner),4309 Dallas St,Dallas,TX,75225,Dallas,(214) 722-7051,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235798+00:00,pending,2026-03-29T01:12:01.235800+00:00,new
TX_DAL_10164,Elena Mexican,mexican,Elena (Owner),2476 Elm St,Dallas,TX,75216,Dallas,(972) 696-8835,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235808+00:00,pending,2026-03-29T01:12:01.235809+00:00,new
TX_DAL_42902,Carmen's Place,restaurant,Carmen (Owner),6901 Commerce St,Dallas,TX,75229,Dallas,(972) 596-9190,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235817+00:00,pending,2026-03-29T01:12:01.235819+00:00,new
TX_DAL_57742,Vietnamese House,vietnamese,Patricia (Owner),6206 Texas Ave,Dallas,TX,75283,Dallas,(469) 263-9629,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235831+00:00,pending,2026-03-29T01:12:01.235832+00:00,new
TX_DAL_52727,The Hector Breakfast,breakfast,Hector (Owner),6671 Dallas St,Dallas,TX,75238,Dallas,(214) 715-9262,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235840+00:00,pending,2026-03-29T01:12:01.235842+00:00,new
TX_DAL_77571,The Maria Sushi,sushi,Maria (Owner),3066 1st St,Dallas,TX,75221,Dallas,(214) 829-6327,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235855+00:00,pending,2026-03-29T01:12:01.235857+00:00,new
TX_DAL_56685,Rosa's Mexican,mexican,Rosa (Owner),186 Maple Ave,Dallas,TX,75236,Dallas,(972) 969-2862,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235865+00:00,pending,2026-03-29T01:12:01.235867+00:00,new
TX_DAL_45985,Elena's Chinese,chinese,Elena (Owner),1453 Market St,Dallas,TX,75212,Dallas,(972) 854-3677,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235876+00:00,pending,2026-03-29T01:12:01.235878+00:00,new
TX_DAL_77324,The Jennifer Sandwich,sandwich,Jennifer (Owner),641 Commerce St,Dallas,TX,75238,Dallas,(214) 619-9001,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235887+00:00,pending,2026-03-29T01:12:01.235888+00:00,new
TX_DAL_69637,Sarah Mexican,mexican,Sarah (Owner),8490 3rd St,Dallas,TX,75251,Dallas,(972) 994-3540,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.235898+00:00,pending,2026-03-29T01:12:01.236051+00:00,new
TX_DAL_36961,The Roberto Bbq,bbq,Roberto (Owner),4231 Market St,Dallas,TX,75262,Dallas,(972) 261-5302,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236117+00:00,pending,2026-03-29T01:12:01.236120+00:00,new
TX_DAL_49294,Jennifer's Bbq,bbq,Jennifer (Owner),2358 Washington St,Dallas,TX,75271,Dallas,(214) 746-1963,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236133+00:00,pending,2026-03-29T01:12:01.236134+00:00,new
TX_DAL_30269,Isabella's Thai,thai,Isabella (Owner),1280 Cedar St,Dallas,TX,75209,Dallas,(972) 322-5684,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236144+00:00,pending,2026-03-29T01:12:01.236146+00:00,new
TX_DAL_23349,Francisco & Family Sandwich,sandwich,Francisco (Owner),1410 Texas Ave,Dallas,TX,75247,Dallas,(972) 236-2783,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236162+00:00,pending,2026-03-29T01:12:01.236164+00:00,new
TX_DAL_31832,The Roberto Thai,thai,Roberto (Owner),4109 Jefferson Blvd,Dallas,TX,75211,Dallas,(972) 444-2863,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236176+00:00,pending,2026-03-29T01:12:01.236178+00:00,new
TX_DAL_27382,The Hector Sushi,sushi,Hector (Owner),4130 1st St,Dallas,TX,75293,Dallas,(469) 777-1293,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236187+00:00,pending,2026-03-29T01:12:01.236189+00:00,new
TX_DAL_18052,Emma's Restaurant,restaurant,Emma (Owner),5747 Market St,Dallas,TX,75246,Dallas,(469) 607-7002,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236197+00:00,pending,2026-03-29T01:12:01.236199+00:00,new
TX_DAL_65039,Jennifer & Family Steakhouse,steakhouse,Jennifer (Owner),8389 Main St,Dallas,TX,75253,Dallas,(972) 485-4037,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236208+00:00,pending,2026-03-29T01:12:01.236209+00:00,new
TX_DAL_14951,Carlos & Family Breakfast,breakfast,Carlos (Owner),6481 2nd St,Dallas,TX,75208,Dallas,(469) 571-2443,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236314+00:00,pending,2026-03-29T01:12:01.236316+00:00,new
TX_DAL_89254,Sofia Restaurant,restaurant,Sofia (Owner),3547 Texas Ave,Dallas,TX,75292,Dallas,(214) 822-2059,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236325+00:00,pending,2026-03-29T01:12:01.236327+00:00,new
TX_DAL_12881,Jose's Deli,deli,Jose (Owner),9874 3rd St,Dallas,TX,75223,Dallas,(972) 216-8604,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236336+00:00,pending,2026-03-29T01:12:01.236338+00:00,new
TX_DAL_89156,Jennifer's Place,italian,Jennifer (Owner),2697 Jefferson Blvd,Dallas,TX,75221,Dallas,(214) 296-9551,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236348+00:00,pending,2026-03-29T01:12:01.236350+00:00,new
TX_DAL_47685,Emma's Restaurant,restaurant,Emma (Owner),5710 3rd St,Dallas,TX,75217,Dallas,(214) 585-7834,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236362+00:00,pending,2026-03-29T01:12:01.236364+00:00,new
TX_DAL_86847,William & Family Chinese,chinese,William (Owner),7712 Elm St,Dallas,TX,75241,Dallas,(972) 240-4157,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236388+00:00,pending,2026-03-29T01:12:01.236391+00:00,new
TX_DAL_78479,The Francisco Chinese,chinese,Francisco (Owner),9074 1st St,Dallas,TX,75230,Dallas,(469) 286-8565,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236402+00:00,pending,2026-03-29T01:12:01.236404+00:00,new
TX_DAL_13414,Jose's Bakery,bakery,Jose (Owner),2237 Maple Ave,Dallas,TX,75202,Dallas,(214) 492-3078,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236414+00:00,pending,2026-03-29T01:12:01.236416+00:00,new
TX_DAL_63834,Linda Deli,deli,Linda (Owner),8944 Elm St,Dallas,TX,75232,Dallas,(469) 901-1703,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236425+00:00,pending,2026-03-29T01:12:01.236427+00:00,new
TX_DAL_17245,Deli House,deli,Juan (Owner),7538 Pine St,Dallas,TX,75240,Dallas,(972) 407-3470,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236439+00:00,pending,2026-03-29T01:12:01.236441+00:00,new
TX_DAL_31716,Robert's Seafood,seafood,Robert (Owner),7412 2nd St,Dallas,TX,75202,Dallas,(972) 784-3178,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236451+00:00,pending,2026-03-29T01:12:01.236453+00:00,new
TX_DAL_40278,Diner House,diner,David (Owner),9835 Main St,Dallas,TX,75288,Dallas,(214) 789-8499,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236463+00:00,pending,2026-03-29T01:12:01.236465+00:00,new
TX_DAL_73566,The William Mexican,mexican,William (Owner),1488 Houston St,Dallas,TX,75279,Dallas,(469) 937-2637,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236474+00:00,pending,2026-03-29T01:12:01.236477+00:00,new
TX_DAL_38730,The Jose Taqueria,taqueria,Jose (Owner),9230 2nd St,Dallas,TX,75239,Dallas,(972) 209-7868,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236487+00:00,pending,2026-03-29T01:12:01.236489+00:00,new
TX_DAL_50335,The Tony Bbq,bbq,Tony (Owner),7303 1st St,Dallas,TX,75285,Dallas,(469) 629-3666,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236498+00:00,pending,2026-03-29T01:12:01.236499+00:00,new
TX_DAL_98283,Diner House,diner,Carlos (Owner),1359 Pine St,Dallas,TX,75288,Dallas,(214) 784-1468,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236516+00:00,pending,2026-03-29T01:12:01.236518+00:00,new
TX_DAL_14004,Maria's Place,steakhouse,Maria (Owner),2594 Texas Ave,Dallas,TX,75271,Dallas,(972) 321-3543,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236527+00:00,pending,2026-03-29T01:12:01.236529+00:00,new
TX_DAL_92606,Vietnamese House,vietnamese,Juan (Owner),4536 Market St,Dallas,TX,75234,Dallas,(469) 674-2140,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236539+00:00,pending,2026-03-29T01:12:01.236541+00:00,new
TX_DAL_67462,Steakhouse House,steakhouse,Linda (Owner),8420 Pine St,Dallas,TX,75296,Dallas,(469) 358-7699,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236551+00:00,pending,2026-03-29T01:12:01.236553+00:00,new
TX_DAL_11560,The David Steakhouse,steakhouse,David (Owner),2921 2nd St,Dallas,TX,75279,Dallas,(972) 346-5727,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236562+00:00,pending,2026-03-29T01:12:01.236564+00:00,new
TX_DAL_75319,Robert Sandwich,sandwich,Robert (Owner),7506 Washington St,Dallas,TX,75234,Dallas,(214) 499-2093,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236574+00:00,pending,2026-03-29T01:12:01.236576+00:00,new
TX_DAL_91077,Deli by Mike,deli,Mike (Owner),5287 Oak St,Dallas,TX,75237,Dallas,(214) 955-5790,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236586+00:00,pending,2026-03-29T01:12:01.236587+00:00,new
TX_DAL_32117,Patricia's Sandwich,sandwich,Patricia (Owner),4905 Main St,Dallas,TX,75256,Dallas,(469) 345-5971,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236597+00:00,pending,2026-03-29T01:12:01.236599+00:00,new
TX_DAL_48004,Isabella's Vietnamese,vietnamese,Isabella (Owner),8388 2nd St,Dallas,TX,75281,Dallas,(972) 853-2210,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236609+00:00,pending,2026-03-29T01:12:01.236610+00:00,new
TX_DAL_18895,Guadalupe & Family Thai,thai,Guadalupe (Owner),6072 2nd St,Dallas,TX,75215,Dallas,(972) 767-9131,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236623+00:00,pending,2026-03-29T01:12:01.236625+00:00,new
TX_DAL_54481,Mike Mexican,mexican,Mike (Owner),3215 Market St,Dallas,TX,75297,Dallas,(469) 942-8442,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236639+00:00,pending,2026-03-29T01:12:01.236641+00:00,new
TX_DAL_21480,Michael & Family Diner,diner,Michael (Owner),5200 Elm St,Dallas,TX,75232,Dallas,(469) 335-7197,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236650+00:00,pending,2026-03-29T01:12:01.236652+00:00,new
TX_DAL_84653,Robert's Vietnamese,vietnamese,Robert (Owner),6716 3rd St,Dallas,TX,75260,Dallas,(214) 370-8771,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236661+00:00,pending,2026-03-29T01:12:01.236664+00:00,new
TX_DAL_30538,Isabella's Sandwich,sandwich,Isabella (Owner),4417 3rd St,Dallas,TX,75207,Dallas,(469) 505-7261,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236674+00:00,pending,2026-03-29T01:12:01.236676+00:00,new
TX_DAL_15410,The Michael Deli,deli,Michael (Owner),8109 Dallas St,Dallas,TX,75240,Dallas,(214) 949-1802,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236686+00:00,pending,2026-03-29T01:12:01.236687+00:00,new
TX_DAL_23860,Sandwich House,sandwich,Hector (Owner),3257 Elm St,Dallas,TX,75228,Dallas,(972) 528-2678,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236701+00:00,pending,2026-03-29T01:12:01.236703+00:00,new
TX_DAL_72228,Burger by Carmen,burger,Carmen (Owner),4336 Oak St,Dallas,TX,75233,Dallas,(972) 783-8139,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236723+00:00,pending,2026-03-29T01:12:01.236725+00:00,new
TX_DAL_81651,Breakfast House,breakfast,Roberto (Owner),1345 1st St,Dallas,TX,75285,Dallas,(469) 988-9695,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236735+00:00,pending,2026-03-29T01:12:01.236737+00:00,new
TX_DAL_93031,Bbq by Michael,bbq,Michael (Owner),511 Cedar St,Dallas,TX,75227,Dallas,(469) 640-8125,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236750+00:00,pending,2026-03-29T01:12:01.236752+00:00,new
TX_DAL_76218,Elena Italian,italian,Elena (Owner),4399 Market St,Dallas,TX,75241,Dallas,(469) 972-3943,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236761+00:00,pending,2026-03-29T01:12:01.236763+00:00,new
TX_DAL_92094,The Jose Chinese,chinese,Jose (Owner),5247 Houston St,Dallas,TX,75206,Dallas,(972) 868-3911,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236775+00:00,pending,2026-03-29T01:12:01.236777+00:00,new
TX_DAL_28578,Tony's Place,vietnamese,Tony (Owner),6782 Broadway,Dallas,TX,75281,Dallas,(214) 872-5533,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236785+00:00,pending,2026-03-29T01:12:01.236787+00:00,new
TX_DAL_43999,Carmen & Family Restaurant,restaurant,Carmen (Owner),6605 Commerce St,Dallas,TX,75219,Dallas,(972) 519-1724,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236796+00:00,pending,2026-03-29T01:12:01.236797+00:00,new
TX_DAL_48976,Cafe by Juan,cafe,Juan (Owner),2569 Broadway,Dallas,TX,75225,Dallas,(214) 678-8361,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236806+00:00,pending,2026-03-29T01:12:01.236807+00:00,new
TX_DAL_28756,Hector & Family Cafe,cafe,Hector (Owner),8809 2nd St,Dallas,TX,75208,Dallas,(469) 783-9744,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236816+00:00,pending,2026-03-29T01:12:01.236817+00:00,new
TX_DAL_45767,The Jennifer Breakfast,breakfast,Jennifer (Owner),1716 Market St,Dallas,TX,75271,Dallas,(972) 336-8597,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236827+00:00,pending,2026-03-29T01:12:01.236829+00:00,new
TX_DAL_36601,Mike & Family Burger,burger,Mike (Owner),3189 Washington St,Dallas,TX,75283,Dallas,(972) 635-1154,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236838+00:00,pending,2026-03-29T01:12:01.236839+00:00,new
TX_DAL_58333,David's Sushi,sushi,David (Owner),6167 Broadway,Dallas,TX,75206,Dallas,(214) 739-9212,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236852+00:00,pending,2026-03-29T01:12:01.236853+00:00,new
TX_DAL_67728,Robert & Family Deli,deli,Robert (Owner),3130 Oak St,Dallas,TX,75270,Dallas,(469) 792-9921,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236863+00:00,pending,2026-03-29T01:12:01.236864+00:00,new
TX_DAL_79717,Emma Sushi,sushi,Emma (Owner),9846 Elm St,Dallas,TX,75220,Dallas,(469) 963-6491,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236874+00:00,pending,2026-03-29T01:12:01.236876+00:00,new
TX_DAL_99420,Robert & Family Bakery,bakery,Robert (Owner),5974 Houston St,Dallas,TX,75257,Dallas,(214) 203-7198,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236889+00:00,pending,2026-03-29T01:12:01.236891+00:00,new
TX_DAL_53309,Carlos's Place,diner,Carlos (Owner),6438 Commerce St,Dallas,TX,75237,Dallas,(214) 446-7553,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236900+00:00,pending,2026-03-29T01:12:01.236902+00:00,new
TX_DAL_26741,Cafe by Robert,cafe,Robert (Owner),6890 Commerce St,Dallas,TX,75225,Dallas,(972) 253-3982,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236910+00:00,pending,2026-03-29T01:12:01.236912+00:00,new
TX_DAL_60097,The Pedro Cafe,cafe,Pedro (Owner),2853 Maple Ave,Dallas,TX,75292,Dallas,(469) 688-3258,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236921+00:00,pending,2026-03-29T01:12:01.236923+00:00,new
TX_DAL_95963,Lisa's Place,restaurant,Lisa (Owner),7272 Texas Ave,Dallas,TX,75257,Dallas,(972) 342-3708,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236932+00:00,pending,2026-03-29T01:12:01.236934+00:00,new
TX_DAL_35099,Jennifer's Bakery,bakery,Jennifer (Owner),6868 Dallas St,Dallas,TX,75272,Dallas,(972) 401-4522,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236943+00:00,pending,2026-03-29T01:12:01.236944+00:00,new
TX_DAL_14152,Patricia & Family Seafood,seafood,Patricia (Owner),8721 2nd St,Dallas,TX,75226,Dallas,(972) 997-5857,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236960+00:00,pending,2026-03-29T01:12:01.236962+00:00,new
TX_DAL_96202,Mike's Place,bakery,Mike (Owner),647 Elm St,Dallas,TX,75204,Dallas,(469) 206-9698,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236971+00:00,pending,2026-03-29T01:12:01.236972+00:00,new
TX_DAL_98539,The Carlos Vietnamese,vietnamese,Carlos (Owner),1147 Washington St,Dallas,TX,75230,Dallas,(972) 899-4496,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236981+00:00,pending,2026-03-29T01:12:01.236983+00:00,new
TX_DAL_50123,Pedro's Bakery,bakery,Pedro (Owner),4090 Cedar St,Dallas,TX,75251,Dallas,(469) 752-5502,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.236992+00:00,pending,2026-03-29T01:12:01.236994+00:00,new
TX_DAL_84128,Burger by Rosa,burger,Rosa (Owner),914 Dallas St,Dallas,TX,75295,Dallas,(214) 527-9081,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.237011+00:00,pending,2026-03-29T01:12:01.237013+00:00,new
TX_DAL_91484,Rosa Thai,thai,Rosa (Owner),8141 Cedar St,Dallas,TX,75282,Dallas,(214) 434-9215,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.237022+00:00,pending,2026-03-29T01:12:01.237024+00:00,new
TX_DAL_96010,Chinese House,chinese,Maria (Owner),9109 Maple Ave,Dallas,TX,75235,Dallas,(214) 474-5002,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.237034+00:00,pending,2026-03-29T01:12:01.237035+00:00,new
TX_DAL_53447,Bakery by Maria,bakery,Maria (Owner),2542 Oak St,Dallas,TX,75229,Dallas,(469) 216-9723,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.237044+00:00,pending,2026-03-29T01:12:01.237046+00:00,new
TX_DAL_98454,Michael Restaurant,restaurant,Michael (Owner),1075 Main St,Dallas,TX,75283,Dallas,(972) 555-4263,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.237055+00:00,pending,2026-03-29T01:12:01.237057+00:00,new
TX_DAL_29708,Restaurant by Roberto,restaurant,Roberto (Owner),4907 Broadway,Dallas,TX,75282,Dallas,(972) 855-4802,,,A,TX_Scraper_Dallas,2026-03-29T01:12:01.237087+00:00,pending,2026-03-29T01:12:01.237089+00:00,new
