id,company_name,contact_name,email,phone,address,city,state,county,zip,business_type,priority,source,tags,scraped_at,notes
FL-00106,Orlando Eatery,Patricia Wilson,info@orlandoeatery.com,+1 (561) 969-7948,7191 Main St,Orlando,FL,Orlando County,35589,bar,A,FL_Scraper,"Restaurant,FL,Orlando",2026-05-07T20:48:34.234309,"State Population: 21,538,187"
GA-00000,Augusta Bistro,Mary Rodriguez,info@augustabistro.com,+1 (555) 605-6154,7721 Elm St,Augusta,GA,Augusta County,41902,grill,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221096,"State Population: 10,711,908"
GA-00001,Savannah House,Richard Rodriguez,info@savannahhouse.com,+1 (555) 262-3890,6506 Oak St,Savannah,GA,Savannah County,36206,cafe,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221124,"State Population: 10,711,908"
GA-00002,Atlanta Bistro,John Jones,info@atlantabistro.com,+1 (555) 433-4498,4525 Maple St,Atlanta,GA,Atlanta County,46667,cafe,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221136,"State Population: 10,711,908"
GA-00003,Augusta Bistro,Barbara Garcia,info@augustabistro.com,+1 (555) 442-6893,5718 Oak St,Augusta,GA,Augusta County,22727,bar,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221146,"State Population: 10,711,908"
GA-00004,Augusta Eatery,Patricia Taylor,info@augustaeatery.com,+1 (555) 646-1287,6568 Main St,Augusta,GA,Augusta County,35845,cafe,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221155,"State Population: 10,711,908"
GA-00005,Macon Diner,Elizabeth Wilson,info@macondiner.com,+1 (555) 621-7995,1148 Main St,Macon,GA,Macon County,91694,cafe,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221165,"State Population: 10,711,908"
GA-00006,Atlanta Kitchen,Linda Rodriguez,info@atlantakitchen.com,+1 (555) 344-1351,4729 Oak St,Atlanta,GA,Atlanta County,80820,grill,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221182,"State Population: 10,711,908"
GA-00007,Atlanta Bar,Barbara Jones,info@atlantabar.com,+1 (555) 668-4941,7697 Oak St,Atlanta,GA,Atlanta County,38456,restaurant,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221192,"State Population: 10,711,908"
GA-00008,Savannah Kitchen,David Anderson,info@savannahkitchen.com,+1 (555) 533-1629,4471 Maple St,Savannah,GA,Savannah County,59762,restaurant,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221205,"State Population: 10,711,908"
GA-00009,Atlanta Grill,Richard Wilson,info@atlantagrill.com,+1 (555) 315-2763,1473 Main St,Atlanta,GA,Atlanta County,57109,grill,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221215,"State Population: 10,711,908"
GA-00010,Augusta House,Patricia Rodriguez,info@augustahouse.com,+1 (555) 237-4473,3690 Oak St,Augusta,GA,Augusta County,12872,cafe,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221223,"State Population: 10,711,908"
GA-00011,Macon Bar,William Jones,info@maconbar.com,+1 (555) 533-9930,9405 Oak St,Macon,GA,Macon County,95593,grill,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221232,"State Population: 10,711,908"
GA-00012,Augusta Diner,Linda Brown,info@augustadiner.com,+1 (555) 526-1500,5627 Main St,Augusta,GA,Augusta County,96365,grill,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221241,"State Population: 10,711,908"
GA-00013,Savannah Cafe,John Anderson,info@savannahcafe.com,+1 (555) 586-5090,3451 Elm St,Savannah,GA,Savannah County,21166,grill,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221249,"State Population: 10,711,908"
GA-00014,Augusta Bar,Linda Davis,info@augustabar.com,+1 (555) 934-1197,8444 Main St,Augusta,GA,Augusta County,96059,bar,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221262,"State Population: 10,711,908"
GA-00015,Atlanta House,Mary Martinez,info@atlantahouse.com,+1 (555) 273-8776,8508 Oak St,Atlanta,GA,Atlanta County,37746,cafe,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221271,"State Population: 10,711,908"
GA-00016,Macon Grill,Jennifer Davis,info@macongrill.com,+1 (555) 360-2291,7297 Main St,Macon,GA,Macon County,91494,cafe,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221283,"State Population: 10,711,908"
GA-00017,Augusta Kitchen,David Taylor,info@augustakitchen.com,+1 (555) 564-5542,5527 Pine St,Augusta,GA,Augusta County,63883,restaurant,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221292,"State Population: 10,711,908"
GA-00018,Augusta Grill,Elizabeth Miller,info@augustagrill.com,+1 (555) 725-7945,1900 Oak St,Augusta,GA,Augusta County,91852,grill,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221301,"State Population: 10,711,908"
GA-00019,Savannah Bar,Richard Brown,info@savannahbar.com,+1 (555) 158-8352,1048 Main St,Savannah,GA,Savannah County,49666,cafe,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221310,"State Population: 10,711,908"
GA-00020,Macon Grill,Richard Miller,info@macongrill.com,+1 (555) 671-1920,6796 Elm St,Macon,GA,Macon County,30039,cafe,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221318,"State Population: 10,711,908"
GA-00021,Savannah House,James Johnson,info@savannahhouse.com,+1 (555) 991-1992,8468 Pine St,Savannah,GA,Savannah County,98059,bar,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221332,"State Population: 10,711,908"
GA-00022,Augusta Pub,Richard Taylor,info@augustapub.com,+1 (555) 833-8503,8708 Pine St,Augusta,GA,Augusta County,56568,restaurant,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221340,"State Population: 10,711,908"
GA-00023,Augusta House,Linda Garcia,info@augustahouse.com,+1 (555) 547-1909,4816 Maple St,Augusta,GA,Augusta County,53918,grill,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221349,"State Population: 10,711,908"
GA-00024,Savannah Bar,Elizabeth Martinez,info@savannahbar.com,+1 (555) 254-9243,761 Main St,Savannah,GA,Savannah County,97771,bar,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221358,"State Population: 10,711,908"
GA-00025,Savannah Pub,Linda Wilson,info@savannahpub.com,+1 (555) 766-2000,8404 Elm St,Savannah,GA,Savannah County,63663,restaurant,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221367,"State Population: 10,711,908"
GA-00026,Macon House,John Garcia,info@maconhouse.com,+1 (555) 162-2080,5434 Elm St,Macon,GA,Macon County,95660,grill,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221382,"State Population: 10,711,908"
GA-00027,Macon Kitchen,Linda Anderson,info@maconkitchen.com,+1 (555) 854-6493,5663 Main St,Macon,GA,Macon County,91675,restaurant,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221394,"State Population: 10,711,908"
GA-00028,Augusta Bar,Robert Smith,info@augustabar.com,+1 (555) 250-9665,4542 Maple St,Augusta,GA,Augusta County,91494,cafe,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221445,"State Population: 10,711,908"
GA-00029,Savannah Grill,William Wilson,info@savannahgrill.com,+1 (555) 818-6852,4010 Oak St,Savannah,GA,Savannah County,25883,restaurant,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221454,"State Population: 10,711,908"
GA-00030,Macon Bar,William Davis,info@maconbar.com,+1 (555) 309-3257,9180 Pine St,Macon,GA,Macon County,76234,bar,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221463,"State Population: 10,711,908"
GA-00031,Savannah Grill,William Anderson,info@savannahgrill.com,+1 (555) 943-5369,2359 Pine St,Savannah,GA,Savannah County,93244,cafe,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221472,"State Population: 10,711,908"
GA-00032,Savannah Eatery,Mary Brown,info@savannaheatery.com,+1 (555) 618-7395,9614 Elm St,Savannah,GA,Savannah County,75243,bar,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221480,"State Population: 10,711,908"
GA-00033,Macon Grill,Patricia Smith,info@macongrill.com,+1 (555) 464-8222,6015 Oak St,Macon,GA,Macon County,16758,bar,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221493,"State Population: 10,711,908"
GA-00034,Macon Bar,Linda Johnson,info@maconbar.com,+1 (555) 251-8154,5181 Pine St,Macon,GA,Macon County,26830,restaurant,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221507,"State Population: 10,711,908"
GA-00035,Augusta Grill,Elizabeth Anderson,info@augustagrill.com,+1 (555) 314-2109,9810 Main St,Augusta,GA,Augusta County,69140,bar,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221516,"State Population: 10,711,908"
GA-00036,Atlanta Pub,David Wilson,info@atlantapub.com,+1 (555) 980-9516,8399 Elm St,Atlanta,GA,Atlanta County,50361,restaurant,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221527,"State Population: 10,711,908"
GA-00037,Atlanta Bistro,Jennifer Smith,info@atlantabistro.com,+1 (555) 367-1523,6755 Elm St,Atlanta,GA,Atlanta County,21110,restaurant,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221535,"State Population: 10,711,908"
GA-00038,Atlanta Tavern,Jennifer Anderson,info@atlantatavern.com,+1 (555) 289-5449,7892 Pine St,Atlanta,GA,Atlanta County,88759,bar,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221543,"State Population: 10,711,908"
GA-00039,Savannah Bar,John Miller,info@savannahbar.com,+1 (555) 693-8657,6965 Oak St,Savannah,GA,Savannah County,63645,cafe,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221554,"State Population: 10,711,908"
GA-00040,The Garcia Restaurant,Richard Miller,info@thegarciarestau.com,+1 (555) 111-1815,4868 Pine St,Savannah,GA,Savannah County,71889,grill,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221563,"State Population: 10,711,908"
GA-00041,Atlanta Eatery,Robert Williams,info@atlantaeatery.com,+1 (555) 888-6427,6892 Maple St,Atlanta,GA,Atlanta County,50254,cafe,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221571,"State Population: 10,711,908"
GA-00042,Atlanta Pub,Linda Wilson,info@atlantapub.com,+1 (555) 226-7543,3458 Elm St,Atlanta,GA,Atlanta County,72513,grill,A,GA_Scraper,"Restaurant,GA,Atlanta",2026-05-07T20:48:34.221580,"State Population: 10,711,908"
GA-00043,Macon Diner,Barbara Martinez,info@macondiner.com,+1 (555) 187-4505,5069 Maple St,Macon,GA,Macon County,94399,bar,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221589,"State Population: 10,711,908"
GA-00044,Macon Pub,Patricia Smith,info@maconpub.com,+1 (555) 608-1032,8837 Pine St,Macon,GA,Macon County,76822,grill,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221596,"State Population: 10,711,908"
GA-00045,Augusta Cafe,William Brown,info@augustacafe.com,+1 (555) 460-7714,5471 Main St,Augusta,GA,Augusta County,89014,bar,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221608,"State Population: 10,711,908"
GA-00046,Savannah Pub,William Martinez,info@savannahpub.com,+1 (555) 579-2593,7697 Main St,Savannah,GA,Savannah County,44556,bar,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221619,"State Population: 10,711,908"
GA-00047,Savannah Eatery,Robert Garcia,info@savannaheatery.com,+1 (555) 684-2074,1496 Elm St,Savannah,GA,Savannah County,12404,cafe,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221631,"State Population: 10,711,908"
GA-00048,Savannah Cafe,David Brown,info@savannahcafe.com,+1 (555) 970-1998,8685 Pine St,Savannah,GA,Savannah County,55168,cafe,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221639,"State Population: 10,711,908"
GA-00049,Macon House,Jennifer Martinez,info@maconhouse.com,+1 (555) 671-5312,7323 Pine St,Macon,GA,Macon County,42193,grill,A,GA_Scraper,"Restaurant,GA,Macon",2026-05-07T20:48:34.221647,"State Population: 10,711,908"
GA-00050,Savannah Kitchen,Barbara Anderson,info@savannahkitchen.com,+1 (555) 254-8033,4371 Maple St,Savannah,GA,Savannah County,70854,restaurant,A,GA_Scraper,"Restaurant,GA,Savannah",2026-05-07T20:48:34.221655,"State Population: 10,711,908"
GA-00051,Augusta Pub,Mary Davis,info@augustapub.com,+1 (555) 900-4606,5329 Elm St,Augusta,GA,Augusta County,84268,cafe,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221663,"State Population: 10,711,908"
GA-00052,Augusta Bar,Susan Rodriguez,info@augustabar.com,+1 (555) 683-1481,473 Oak St,Augusta,GA,Augusta County,42100,cafe,A,GA_Scraper,"Restaurant,GA,Augusta",2026-05-07T20:48:34.221674,"State Population: 10,711,908"
NC-00000,Greensboro Bar,Richard Jones,info@greensborobar.com,+1 (555) 264-3988,9545 Oak St,Greensboro,NC,Greensboro County,82243,cafe,A,NC_Scraper,"Restaurant,NC,Greensboro",2026-05-07T20:48:34.185738,"State Population: 10,439,388"
NC-00001,Raleigh Pub,Patricia Wilson,info@raleighpub.com,+1 (555) 497-8034,8474 Maple St,Raleigh,NC,Raleigh County,68132,grill,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.185774,"State Population: 10,439,388"
NC-00002,Charlotte Pub,James Martinez,info@charlottepub.com,+1 (555) 357-5011,2901 Main St,Charlotte,NC,Charlotte County,37547,bar,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.185790,"State Population: 10,439,388"
NC-00003,Raleigh Eatery,Patricia Martinez,info@raleigheatery.com,+1 (555) 864-6379,6570 Pine St,Raleigh,NC,Raleigh County,76434,grill,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.185807,"State Population: 10,439,388"
NC-00004,Raleigh Bistro,Barbara Jones,info@raleighbistro.com,+1 (555) 230-1151,207 Elm St,Raleigh,NC,Raleigh County,87522,cafe,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.185818,"State Population: 10,439,388"
NC-00005,Charlotte Grill,Mary Davis,info@charlottegrill.com,+1 (555) 998-9783,7005 Main St,Charlotte,NC,Charlotte County,34444,restaurant,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.185839,"State Population: 10,439,388"
NC-00006,Charlotte House,David Garcia,info@charlottehouse.com,+1 (555) 176-3181,6444 Elm St,Charlotte,NC,Charlotte County,26480,restaurant,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.185863,"State Population: 10,439,388"
NC-00007,Charlotte Tavern,Richard Wilson,info@charlottetavern.com,+1 (555) 557-7560,4016 Elm St,Charlotte,NC,Charlotte County,87855,grill,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.185887,"State Population: 10,439,388"
NC-00008,Durham Grill,David Taylor,info@durhamgrill.com,+1 (555) 374-4064,8438 Oak St,Durham,NC,Durham County,91105,bar,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.185898,"State Population: 10,439,388"
NC-00009,Durham Diner,Barbara Martinez,info@durhamdiner.com,+1 (555) 330-2903,8553 Pine St,Durham,NC,Durham County,47427,cafe,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.185908,"State Population: 10,439,388"
NC-00010,The Johnson Restaurant,Richard Williams,info@thejohnsonresta.com,+1 (555) 713-4040,2097 Oak St,Charlotte,NC,Charlotte County,80222,grill,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.185918,"State Population: 10,439,388"
NC-00011,Raleigh Cafe,John Smith,info@raleighcafe.com,+1 (555) 641-9249,5532 Main St,Raleigh,NC,Raleigh County,86828,bar,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.185927,"State Population: 10,439,388"
NC-00012,Charlotte Grill,David Rodriguez,info@charlottegrill.com,+1 (555) 251-5992,1716 Elm St,Charlotte,NC,Charlotte County,59280,bar,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.185937,"State Population: 10,439,388"
NC-00013,Charlotte Kitchen,David Martinez,info@charlottekitche.com,+1 (555) 778-6896,2868 Pine St,Charlotte,NC,Charlotte County,89726,restaurant,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.185946,"State Population: 10,439,388"
NC-00014,Raleigh Bar,Linda Anderson,info@raleighbar.com,+1 (555) 781-8388,1270 Main St,Raleigh,NC,Raleigh County,31977,grill,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.185977,"State Population: 10,439,388"
NC-00015,Greensboro Bar,David Brown,info@greensborobar.com,+1 (555) 270-7375,7842 Elm St,Greensboro,NC,Greensboro County,94538,bar,A,NC_Scraper,"Restaurant,NC,Greensboro",2026-05-07T20:48:34.185998,"State Population: 10,439,388"
NC-00016,Greensboro Bistro,Robert Taylor,info@greensborobistr.com,+1 (555) 728-6154,728 Pine St,Greensboro,NC,Greensboro County,60472,bar,A,NC_Scraper,"Restaurant,NC,Greensboro",2026-05-07T20:48:34.186013,"State Population: 10,439,388"
NC-00017,Greensboro Cafe,Robert Martinez,info@greensborocafe.com,+1 (555) 578-9567,9072 Main St,Greensboro,NC,Greensboro County,79872,restaurant,A,NC_Scraper,"Restaurant,NC,Greensboro",2026-05-07T20:48:34.186024,"State Population: 10,439,388"
NC-00018,Greensboro Bistro,Barbara Anderson,info@greensborobistr.com,+1 (555) 986-2421,5144 Elm St,Greensboro,NC,Greensboro County,59250,grill,A,NC_Scraper,"Restaurant,NC,Greensboro",2026-05-07T20:48:34.186033,"State Population: 10,439,388"
NC-00019,Raleigh Bar,John Davis,info@raleighbar.com,+1 (555) 497-7315,7778 Maple St,Raleigh,NC,Raleigh County,16158,cafe,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186042,"State Population: 10,439,388"
NC-00020,Durham Cafe,David Brown,info@durhamcafe.com,+1 (555) 188-3409,3354 Main St,Durham,NC,Durham County,58512,bar,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186052,"State Population: 10,439,388"
NC-00021,The Anderson Restaurant,David Garcia,info@theandersonrest.com,+1 (555) 181-9134,6658 Maple St,Durham,NC,Durham County,52025,grill,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186061,"State Population: 10,439,388"
NC-00022,Raleigh House,James Jones,info@raleighhouse.com,+1 (555) 728-4987,5132 Maple St,Raleigh,NC,Raleigh County,60533,bar,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186073,"State Population: 10,439,388"
NC-00023,Raleigh Cafe,James Williams,info@raleighcafe.com,+1 (555) 558-2674,2805 Oak St,Raleigh,NC,Raleigh County,83772,cafe,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186082,"State Population: 10,439,388"
NC-00024,Raleigh Grill,Patricia Rodriguez,info@raleighgrill.com,+1 (555) 130-1653,1764 Pine St,Raleigh,NC,Raleigh County,51088,restaurant,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186091,"State Population: 10,439,388"
NC-00025,Charlotte Kitchen,Robert Rodriguez,info@charlottekitche.com,+1 (555) 931-2462,2192 Maple St,Charlotte,NC,Charlotte County,63372,grill,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186100,"State Population: 10,439,388"
NC-00026,Raleigh House,John Martinez,info@raleighhouse.com,+1 (555) 946-2147,5907 Pine St,Raleigh,NC,Raleigh County,91929,restaurant,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186113,"State Population: 10,439,388"
NC-00027,Charlotte Grill,Susan Garcia,info@charlottegrill.com,+1 (555) 805-7409,1360 Main St,Charlotte,NC,Charlotte County,20601,grill,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186122,"State Population: 10,439,388"
NC-00028,The Anderson Restaurant,Patricia Miller,info@theandersonrest.com,+1 (555) 689-2879,886 Oak St,Charlotte,NC,Charlotte County,85891,bar,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186140,"State Population: 10,439,388"
NC-00029,Charlotte Pub,John Wilson,info@charlottepub.com,+1 (555) 313-6665,9703 Oak St,Charlotte,NC,Charlotte County,24375,bar,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186151,"State Population: 10,439,388"
NC-00030,Raleigh Kitchen,William Taylor,info@raleighkitchen.com,+1 (555) 817-7113,7895 Elm St,Raleigh,NC,Raleigh County,11215,grill,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186161,"State Population: 10,439,388"
NC-00031,Greensboro Tavern,Barbara Taylor,info@greensborotaver.com,+1 (555) 931-4380,6690 Maple St,Greensboro,NC,Greensboro County,45423,restaurant,A,NC_Scraper,"Restaurant,NC,Greensboro",2026-05-07T20:48:34.186170,"State Population: 10,439,388"
NC-00032,Durham Diner,John Rodriguez,info@durhamdiner.com,+1 (555) 584-8824,8165 Elm St,Durham,NC,Durham County,37021,restaurant,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186179,"State Population: 10,439,388"
NC-00033,Durham House,John Williams,info@durhamhouse.com,+1 (555) 928-1007,715 Oak St,Durham,NC,Durham County,83589,cafe,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186196,"State Population: 10,439,388"
NC-00034,Raleigh Bar,David Garcia,info@raleighbar.com,+1 (555) 184-3025,8736 Pine St,Raleigh,NC,Raleigh County,63979,grill,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186209,"State Population: 10,439,388"
NC-00035,Durham Diner,John Davis,info@durhamdiner.com,+1 (555) 313-5519,788 Maple St,Durham,NC,Durham County,24309,grill,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186230,"State Population: 10,439,388"
NC-00036,Charlotte Bistro,John Smith,info@charlottebistro.com,+1 (555) 678-7655,1041 Main St,Charlotte,NC,Charlotte County,31478,grill,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186249,"State Population: 10,439,388"
NC-00037,Charlotte Diner,Barbara Rodriguez,info@charlottediner.com,+1 (555) 721-6116,4015 Main St,Charlotte,NC,Charlotte County,32004,bar,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186257,"State Population: 10,439,388"
NC-00038,Durham Bistro,Richard Wilson,info@durhambistro.com,+1 (555) 855-1960,1901 Pine St,Durham,NC,Durham County,91613,restaurant,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186265,"State Population: 10,439,388"
NC-00039,Durham Pub,Susan Wilson,info@durhampub.com,+1 (555) 417-2006,8302 Oak St,Durham,NC,Durham County,98033,cafe,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186273,"State Population: 10,439,388"
NC-00040,Durham Kitchen,Barbara Taylor,info@durhamkitchen.com,+1 (555) 245-5312,4544 Pine St,Durham,NC,Durham County,95707,restaurant,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186282,"State Population: 10,439,388"
NC-00041,Charlotte Diner,David Smith,info@charlottediner.com,+1 (555) 706-8620,1919 Oak St,Charlotte,NC,Charlotte County,24703,cafe,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186294,"State Population: 10,439,388"
NC-00042,Durham House,Richard Davis,info@durhamhouse.com,+1 (555) 905-8478,590 Maple St,Durham,NC,Durham County,21688,bar,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186303,"State Population: 10,439,388"
NC-00043,Raleigh Bistro,Susan Brown,info@raleighbistro.com,+1 (555) 950-9180,6058 Maple St,Raleigh,NC,Raleigh County,99307,bar,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186312,"State Population: 10,439,388"
NC-00044,Durham Tavern,William Taylor,info@durhamtavern.com,+1 (555) 650-1637,6279 Main St,Durham,NC,Durham County,20159,cafe,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186319,"State Population: 10,439,388"
NC-00045,Charlotte Grill,Michael Brown,info@charlottegrill.com,+1 (555) 866-4713,6681 Elm St,Charlotte,NC,Charlotte County,20383,bar,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186327,"State Population: 10,439,388"
NC-00046,Charlotte Tavern,James Williams,info@charlottetavern.com,+1 (555) 554-6703,2630 Main St,Charlotte,NC,Charlotte County,47136,grill,A,NC_Scraper,"Restaurant,NC,Charlotte",2026-05-07T20:48:34.186342,"State Population: 10,439,388"
NC-00047,Raleigh Bistro,John Rodriguez,info@raleighbistro.com,+1 (555) 658-8442,9297 Main St,Raleigh,NC,Raleigh County,19827,grill,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186351,"State Population: 10,439,388"
NC-00048,Raleigh Bar,David Miller,info@raleighbar.com,+1 (555) 285-5666,8060 Main St,Raleigh,NC,Raleigh County,82174,bar,A,NC_Scraper,"Restaurant,NC,Raleigh",2026-05-07T20:48:34.186363,"State Population: 10,439,388"
NC-00049,Durham Tavern,Patricia Johnson,info@durhamtavern.com,+1 (555) 149-2989,319 Main St,Durham,NC,Durham County,96530,restaurant,A,NC_Scraper,"Restaurant,NC,Durham",2026-05-07T20:48:34.186375,"State Population: 10,439,388"
NC-00050,Greensboro Cafe,Linda Jones,info@greensborocafe.com,+1 (555) 605-3453,2449 Pine St,Greensboro,NC,Greensboro County,28954,bar,A,NC_Scraper,"Restaurant,NC,Greensboro",2026-05-07T20:48:34.186387,"State Population: 10,439,388"
NC-00051,Greensboro Cafe,Elizabeth Wilson,info@greensborocafe.com,+1 (555) 220-1735,1955 Main St,Greensboro,NC,Greensboro County,17860,cafe,A,NC_Scraper,"Restaurant,NC,Greensboro",2026-05-07T20:48:34.186419,"State Population: 10,439,388"
SC-00000,Greenville Eatery,Susan Williams,info@greenvilleeater.com,+1 (555) 870-5437,5540 Main St,Greenville,SC,Greenville County,59303,cafe,B,SC_Scraper,"Restaurant,SC,Greenville",2026-05-07T20:48:34.166316,"State Population: 5,148,714"
SC-00001,Charleston House,John Jones,info@charlestonhouse.com,+1 (555) 558-8905,7213 Elm St,Charleston,SC,Charleston County,27207,bar,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.166342,"State Population: 5,148,714"
SC-00002,Columbia Cafe,Elizabeth Wilson,info@columbiacafe.com,+1 (555) 112-7236,7544 Maple St,Columbia,SC,Columbia County,30671,cafe,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.166355,"State Population: 5,148,714"
