Client,Type,Rep,System,HW_Maint,Revenue_Tracking,Primary_Contact,Phone,Cell,Tax_Pct,Tax_Pct2,Tax_District,Store_Address,City,State,Zip,Email,Ops_Email,Billing_Email,Notes,Country,Source,Import_Date
Bancaria Central,FINANCE,AH,,NO,,Roberto Chávez,+52 (656) 3843-9920,+52 (656) 3843-9920,0.16,,CHH,,Delicias,CHH,27329,chávez.roberto@bancariacentral.com,,,"Industry: Finance, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Roberto Gómez,+52 (639) 5507-5069,+52 (639) 5507-5069,0.16,,CHH,,Ciudad Juárez,CHH,17369,rgómez@automotrizpuebla.mx,,,"Industry: Automotive, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Miguel Sánchez,+52 (639) 7917-9224,+52 (639) 7917-9224,0.16,,CHH,,Delicias,CHH,12700,miguel.sánchez@turismomaya.com.mx,,,"Industry: Tourism, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,José García,+52 (229) 6130-0672,+52 (229) 6130-0672,0.16,,VER,,Coatzacoalcos,VER,10857,garcía.josé@automotrizpuebla.com,,,"Industry: Automotive, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,LG,,NO,,Juan Cruz,+52 (56) 9830-9513,+52 (56) 9830-9513,0.16,,CDMX,,Iztapalapa,CDMX,11755,juan.cruz@automotrizpuebla.com.mx,,,"Industry: Automotive, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Carlos Pérez,+52 (667) 7781-9097,+52 (667) 7781-9097,0.16,,SIN,,Culiacán,SIN,45566,cpérez@bancariacentral.mx,,,"Industry: Finance, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,María Sánchez,+52 (646) 1840-3699,+52 (646) 1840-3699,0.16,,BCN,,Mexicali,BCN,85474,msánchez@tequilapremium.mx,,,"Industry: Beverages, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,María Pérez,+52 (961) 3943-9263,+52 (961) 3943-9263,0.16,,CHP,,Tuxtla Gutiérrez,CHP,48647,maría.pérez@caféchiapas.com.mx,,,"Industry: Agriculture, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Guadalupe Ramírez,+52 (642) 8854-2080,+52 (642) 8854-2080,0.16,,SON,,Hermosillo,SON,43281,gramírez@petroveracruz.mx,,,"Industry: Petroleum, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Juan Martínez,+52 (229) 1193-2630,+52 (229) 1193-2630,0.16,,VER,,Xalapa,VER,89114,jmartínez@calzadoleón.mx,,,"Industry: Manufacturing, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Sofía Martínez,+52 (81) 6053-3165,+52 (81) 6053-3165,0.16,,NLE,,San Pedro Garza García,NLE,16321,sofía.martínez@petroveracruz.com.mx,,,"Industry: Petroleum, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,LG,,NO,,Diego Díaz,+52 (342) 3950-5823,+52 (342) 3950-5823,0.16,,JAL,,Puerto Vallarta,JAL,66557,diego.díaz@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Carlos Torres,+52 (271) 7287-9872,+52 (271) 7287-9872,0.16,,VER,,Coatzacoalcos,VER,81859,ctorres@tecnologíadelnorte.mx,,,"Industry: Technology, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,LG,,NO,,Jorge Gutiérrez,+52 (33) 6003-0742,+52 (33) 6003-0742,0.16,,JAL,,Zapopan,JAL,74107,jorge.gutiérrez@turismomaya.com.mx,,,"Industry: Tourism, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Miguel Hernández,+52 (668) 2848-9400,+52 (668) 2848-9400,0.16,,SIN,,Los Mochis,SIN,74217,mhernández@turismomaya.mx,,,"Industry: Tourism, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Fernando González,+52 (962) 2490-7682,+52 (962) 2490-7682,0.16,,CHP,,Tuxtla Gutiérrez,CHP,60195,gonzález.fernando@tecnologíadelnorte.com,,,"Industry: Technology, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Alejandra Sánchez,+52 (667) 4449-3373,+52 (667) 4449-3373,0.16,,SIN,,Culiacán,SIN,58929,asánchez@bancariacentral.mx,,,"Industry: Finance, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Guadalupe Cruz,+52 (477) 8148-1822,+52 (477) 8148-1822,0.16,,GUA,,Celaya,GUA,16859,cruz.guadalupe@tequilapremium.com,,,"Industry: Beverages, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,José Morales,+52 (828) 1302-2310,+52 (828) 1302-2310,0.16,,NLE,,Monterrey,NLE,74837,jmorales@automotrizpuebla.mx,,,"Industry: Automotive, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Rosa Rodríguez,+52 (229) 5173-2826,+52 (229) 5173-2826,0.16,,VER,,Veracruz City,VER,17478,rodríguez.rosa@tecnologíadelnorte.com,,,"Industry: Technology, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Guadalupe Chávez,+52 (991) 8765-8310,+52 (991) 8765-8310,0.16,,YUC,,Progreso,YUC,69090,chávez.guadalupe@bancariacentral.com,,,"Industry: Finance, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Alejandra Sánchez,+52 (81) 2324-1447,+52 (81) 2324-1447,0.16,,NLE,,Guadalupe,NLE,78207,sánchez.alejandra@tequilapremium.com,,,"Industry: Beverages, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Miguel Torres,+52 (667) 8778-7180,+52 (667) 8778-7180,0.16,,SIN,,Culiacán,SIN,50161,torres.miguel@petroveracruz.com,,,"Industry: Petroleum, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,LG,,NO,,Guadalupe Gómez,+52 (55) 5165-0489,+52 (55) 5165-0489,0.16,,CDMX,,Coyoacán,CDMX,69949,gómez.guadalupe@tecnologíadelnorte.com,,,"Industry: Technology, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,LG,,NO,,Guadalupe Pérez,+52 (55) 6269-7743,+52 (55) 6269-7743,0.16,,CDMX,,Mexico City,CDMX,61236,guadalupe.pérez@turismomaya.com.mx,,,"Industry: Tourism, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Daniel Torres,+52 (642) 3296-1971,+52 (642) 3296-1971,0.16,,SON,,Ciudad Obregón,SON,46355,dtorres@tecnologíadelnorte.mx,,,"Industry: Technology, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,LG,,NO,,Carlos Morales,+52 (56) 1864-4245,+52 (56) 1864-4245,0.16,,CDMX,,Coyoacán,CDMX,55212,carlos.morales@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Luis Cruz,+52 (614) 2990-9734,+52 (614) 2990-9734,0.16,,CHH,,Chihuahua City,CHH,72864,lcruz@automotrizpuebla.mx,,,"Industry: Automotive, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,María Flores,+52 (999) 5755-0997,+52 (999) 5755-0997,0.16,,YUC,,Valladolid,YUC,94027,maría.flores@turismomaya.com.mx,,,"Industry: Tourism, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Roberto Díaz,+52 (429) 3308-5192,+52 (429) 3308-5192,0.16,,GUA,,Irapuato,GUA,98700,rdíaz@turismomaya.mx,,,"Industry: Tourism, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Francisco Rivera,+52 (664) 1751-2946,+52 (664) 1751-2946,0.16,,BCN,,Mexicali,BCN,95293,francisco.rivera@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Pedro Rivera,+52 (428) 8030-8536,+52 (428) 8030-8536,0.16,,GUA,,Irapuato,GUA,10235,rivera.pedro@automotrizpuebla.com,,,"Industry: Automotive, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Daniel Chávez,+52 (271) 2786-2387,+52 (271) 2786-2387,0.16,,VER,,Veracruz City,VER,76364,daniel.chávez@caféchiapas.com.mx,,,"Industry: Agriculture, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Roberto Pérez,+52 (428) 6129-6311,+52 (428) 6129-6311,0.16,,GUA,,Irapuato,GUA,46754,pérez.roberto@tequilapremium.com,,,"Industry: Beverages, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Juan Gutiérrez,+52 (477) 9551-4044,+52 (477) 9551-4044,0.16,,GUA,,Irapuato,GUA,81427,juan.gutiérrez@automotrizpuebla.com.mx,,,"Industry: Automotive, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Alejandra Torres,+52 (999) 1941-0147,+52 (999) 1941-0147,0.16,,YUC,,Progreso,YUC,28360,torres.alejandra@tecnologíadelnorte.com,,,"Industry: Technology, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Guadalupe Rivera,+52 (961) 8008-1825,+52 (961) 8008-1825,0.16,,CHP,,Tuxtla Gutiérrez,CHP,69759,guadalupe.rivera@bancariacentral.com.mx,,,"Industry: Finance, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Daniel Chávez,+52 (664) 3736-6172,+52 (664) 3736-6172,0.16,,BCN,,Mexicali,BCN,91134,chávez.daniel@calzadoleón.com,,,"Industry: Manufacturing, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,José Cruz,+52 (429) 2248-9899,+52 (429) 2248-9899,0.16,,GUA,,Celaya,GUA,75499,jcruz@calzadoleón.mx,,,"Industry: Manufacturing, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,LG,,NO,,Diego Ortiz,+52 (56) 8193-0035,+52 (56) 8193-0035,0.16,,CDMX,,Coyoacán,CDMX,85657,dortiz@petroveracruz.mx,,,"Industry: Petroleum, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Rosa Ortiz,+52 (988) 7662-2558,+52 (988) 7662-2558,0.16,,YUC,,Valladolid,YUC,44707,rosa.ortiz@turismomaya.com.mx,,,"Industry: Tourism, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Juan Gómez,+52 (664) 7403-8773,+52 (664) 7403-8773,0.16,,BCN,,Tijuana,BCN,64338,gómez.juan@turismomaya.com,,,"Industry: Tourism, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Francisco Morales,+52 (828) 4836-3732,+52 (828) 4836-3732,0.16,,NLE,,Monterrey,NLE,86879,morales.francisco@petroveracruz.com,,,"Industry: Petroleum, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,LG,,NO,,Diego Flores,+52 (55) 4043-1213,+52 (55) 4043-1213,0.16,,CDMX,,Mexico City,CDMX,26024,dflores@tequilapremium.mx,,,"Industry: Beverages, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Daniel Sánchez,+52 (222) 9382-0870,+52 (222) 9382-0870,0.16,,PUE,,Puebla City,PUE,80965,dsánchez@turismomaya.mx,,,"Industry: Tourism, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,José Reyes,+52 (429) 2386-4271,+52 (429) 2386-4271,0.16,,GUA,,Guanajuato City,GUA,79958,reyes.josé@automotrizpuebla.com,,,"Industry: Automotive, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Juan Pérez,+52 (668) 5641-7400,+52 (668) 5641-7400,0.16,,SIN,,Mazatlán,SIN,64807,pérez.juan@caféchiapas.com,,,"Industry: Agriculture, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Fernando Rivera,+52 (222) 7801-7048,+52 (222) 7801-7048,0.16,,PUE,,Tehuacán,PUE,95827,fernando.rivera@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Luis Díaz,+52 (238) 3174-8983,+52 (238) 3174-8983,0.16,,PUE,,Puebla City,PUE,86432,luis.díaz@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Antonio Rodríguez,+52 (642) 9624-0140,+52 (642) 9624-0140,0.16,,SON,,Nogales,SON,18392,arodríguez@calzadoleón.mx,,,"Industry: Manufacturing, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,Luis Gutiérrez,+52 (342) 1523-0180,+52 (342) 1523-0180,0.16,,JAL,,Puerto Vallarta,JAL,36701,gutiérrez.luis@bancariacentral.com,,,"Industry: Finance, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,José Sánchez,+52 (962) 2765-9828,+52 (962) 2765-9828,0.16,,CHP,,San Cristóbal de las Casas,CHP,23394,josé.sánchez@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Sofía Rivera,+52 (81) 4212-6478,+52 (81) 4212-6478,0.16,,NLE,,Guadalupe,NLE,28427,sofía.rivera@automotrizpuebla.com.mx,,,"Industry: Automotive, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,Sofía Rodríguez,+52 (33) 2571-6479,+52 (33) 2571-6479,0.16,,JAL,,Zapopan,JAL,25371,sofía.rodríguez@bancariacentral.com.mx,,,"Industry: Finance, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Pedro Gómez,+52 (662) 7990-1700,+52 (662) 7990-1700,0.16,,SON,,Hermosillo,SON,67208,gómez.pedro@automotrizpuebla.com,,,"Industry: Automotive, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Pedro Díaz,+52 (828) 3879-1125,+52 (828) 3879-1125,0.16,,NLE,,Monterrey,NLE,15555,pdíaz@caféchiapas.mx,,,"Industry: Agriculture, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Roberto Cruz,+52 (828) 1217-2515,+52 (828) 1217-2515,0.16,,NLE,,Monterrey,NLE,10852,rcruz@tecnologíadelnorte.mx,,,"Industry: Technology, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Rosa Díaz,+52 (962) 8902-6619,+52 (962) 8902-6619,0.16,,CHP,,Tapachula,CHP,25551,rosa.díaz@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,Jorge Cruz,+52 (33) 4227-2353,+52 (33) 4227-2353,0.16,,JAL,,Zapopan,JAL,31532,jcruz@bancariacentral.mx,,,"Industry: Finance, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,LG,,NO,,Daniel Morales,+52 (55) 9385-1387,+52 (55) 9385-1387,0.16,,CDMX,,Mexico City,CDMX,38918,dmorales@petroveracruz.mx,,,"Industry: Petroleum, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Antonio Morales,+52 (668) 3289-1195,+52 (668) 3289-1195,0.16,,SIN,,Los Mochis,SIN,26550,morales.antonio@petroveracruz.com,,,"Industry: Petroleum, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,LG,,NO,,Juan Pérez,+52 (341) 6295-1650,+52 (341) 6295-1650,0.16,,JAL,,Puerto Vallarta,JAL,12145,jpérez@tecnologíadelnorte.mx,,,"Industry: Technology, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Carmen Flores,+52 (81) 3649-2618,+52 (81) 3649-2618,0.16,,NLE,,Guadalupe,NLE,64263,flores.carmen@caféchiapas.com,,,"Industry: Agriculture, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Diego Torres,+52 (477) 4331-1762,+52 (477) 4331-1762,0.16,,GUA,,León,GUA,15106,torres.diego@tecnologíadelnorte.com,,,"Industry: Technology, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Guadalupe Ramírez,+52 (826) 8012-9451,+52 (826) 8012-9451,0.16,,NLE,,Monterrey,NLE,39004,guadalupe.ramírez@turismomaya.com.mx,,,"Industry: Tourism, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,LG,,NO,,Daniel López,+52 (341) 4591-7172,+52 (341) 4591-7172,0.16,,JAL,,Guadalajara,JAL,16572,lópez.daniel@tequilapremium.com,,,"Industry: Beverages, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Miguel González,+52 (664) 2212-7374,+52 (664) 2212-7374,0.16,,BCN,,Ensenada,BCN,23701,gonzález.miguel@tequilapremium.com,,,"Industry: Beverages, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Carlos Reyes,+52 (826) 1512-6952,+52 (826) 1512-6952,0.16,,NLE,,Monterrey,NLE,90445,creyes@tecnologíadelnorte.mx,,,"Industry: Technology, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Rosa Cruz,+52 (238) 6440-9644,+52 (238) 6440-9644,0.16,,PUE,,Puebla City,PUE,38406,rcruz@tequilapremium.mx,,,"Industry: Beverages, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,LG,,NO,,Roberto Hernández,+52 (55) 7266-9936,+52 (55) 7266-9936,0.16,,CDMX,,Gustavo A. Madero,CDMX,65735,roberto.hernández@tequilapremium.com.mx,,,"Industry: Beverages, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Diego Ramírez,+52 (828) 9005-6535,+52 (828) 9005-6535,0.16,,NLE,,Monterrey,NLE,43864,diego.ramírez@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Jorge Rivera,+52 (991) 5561-6436,+52 (991) 5561-6436,0.16,,YUC,,Mérida,YUC,37821,rivera.jorge@calzadoleón.com,,,"Industry: Manufacturing, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,LG,,NO,,Luis Hernández,+52 (33) 2073-1106,+52 (33) 2073-1106,0.16,,JAL,,Zapopan,JAL,87055,hernández.luis@caféchiapas.com,,,"Industry: Agriculture, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Alejandra Reyes,+52 (642) 3000-3718,+52 (642) 3000-3718,0.16,,SON,,Ciudad Obregón,SON,47965,areyes@bancariacentral.mx,,,"Industry: Finance, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Francisco Rodríguez,+52 (614) 6634-6434,+52 (614) 6634-6434,0.16,,CHH,,Chihuahua City,CHH,20492,frodríguez@calzadoleón.mx,,,"Industry: Manufacturing, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Rosa Rodríguez,+52 (961) 9437-3060,+52 (961) 9437-3060,0.16,,CHP,,Tuxtla Gutiérrez,CHP,87132,rosa.rodríguez@tequilapremium.com.mx,,,"Industry: Beverages, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Juan Cruz,+52 (999) 9335-0389,+52 (999) 9335-0389,0.16,,YUC,,Valladolid,YUC,54054,juan.cruz@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Alejandra Rivera,+52 (963) 6922-4952,+52 (963) 6922-4952,0.16,,CHP,,San Cristóbal de las Casas,CHP,43063,alejandra.rivera@turismomaya.com.mx,,,"Industry: Tourism, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,LG,,NO,,Antonio López,+52 (56) 6181-9627,+52 (56) 6181-9627,0.16,,CDMX,,Coyoacán,CDMX,84324,lópez.antonio@turismomaya.com,,,"Industry: Tourism, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Fernando Martínez,+52 (667) 6696-8482,+52 (667) 6696-8482,0.16,,SIN,,Los Mochis,SIN,76398,fernando.martínez@tequilapremium.com.mx,,,"Industry: Beverages, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Juan González,+52 (81) 4591-7225,+52 (81) 4591-7225,0.16,,NLE,,Monterrey,NLE,38963,jgonzález@caféchiapas.mx,,,"Industry: Agriculture, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Carmen Hernández,+52 (271) 7595-2395,+52 (271) 7595-2395,0.16,,VER,,Veracruz City,VER,61454,chernández@bancariacentral.mx,,,"Industry: Finance, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Diego Hernández,+52 (646) 8572-5781,+52 (646) 8572-5781,0.16,,BCN,,Ensenada,BCN,37172,dhernández@tecnologíadelnorte.mx,,,"Industry: Technology, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,José Pérez,+52 (828) 7248-6329,+52 (828) 7248-6329,0.16,,NLE,,San Pedro Garza García,NLE,15014,jpérez@bancariacentral.mx,,,"Industry: Finance, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Alejandra Torres,+52 (644) 5503-7855,+52 (644) 5503-7855,0.16,,SON,,Nogales,SON,49342,torres.alejandra@calzadoleón.com,,,"Industry: Manufacturing, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Jorge Gutiérrez,+52 (231) 8275-1073,+52 (231) 8275-1073,0.16,,PUE,,Tehuacán,PUE,21156,jgutiérrez@caféchiapas.mx,,,"Industry: Agriculture, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Guadalupe García,+52 (614) 1350-9213,+52 (614) 1350-9213,0.16,,CHH,,Ciudad Juárez,CHH,29388,garcía.guadalupe@calzadoleón.com,,,"Industry: Manufacturing, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Carlos González,+52 (614) 6102-2982,+52 (614) 6102-2982,0.16,,CHH,,Delicias,CHH,65750,carlos.gonzález@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Juan Pérez,+52 (988) 7911-7442,+52 (988) 7911-7442,0.16,,YUC,,Valladolid,YUC,10757,pérez.juan@caféchiapas.com,,,"Industry: Agriculture, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,LG,,NO,,Pedro Martínez,+52 (342) 8801-6520,+52 (342) 8801-6520,0.16,,JAL,,Puerto Vallarta,JAL,58932,pmartínez@turismomaya.mx,,,"Industry: Tourism, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Ana López,+52 (999) 9739-0679,+52 (999) 9739-0679,0.16,,YUC,,Mérida,YUC,61298,ana.lópez@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Antonio Ortiz,+52 (961) 7320-3203,+52 (961) 7320-3203,0.16,,CHP,,San Cristóbal de las Casas,CHP,45448,aortiz@turismomaya.mx,,,"Industry: Tourism, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Roberto Morales,+52 (222) 1659-3223,+52 (222) 1659-3223,0.16,,PUE,,Puebla City,PUE,96069,roberto.morales@bancariacentral.com.mx,,,"Industry: Finance, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Diego Ramírez,+52 (999) 9728-6896,+52 (999) 9728-6896,0.16,,YUC,,Valladolid,YUC,56162,dramírez@petroveracruz.mx,,,"Industry: Petroleum, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Alejandra Rodríguez,+52 (81) 5384-8136,+52 (81) 5384-8136,0.16,,NLE,,San Pedro Garza García,NLE,73183,alejandra.rodríguez@caféchiapas.com.mx,,,"Industry: Agriculture, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,LG,,NO,,María Martínez,+52 (56) 5104-9855,+52 (56) 5104-9855,0.16,,CDMX,,Gustavo A. Madero,CDMX,11769,martínez.maría@petroveracruz.com,,,"Industry: Petroleum, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Carlos Sánchez,+52 (664) 4759-0554,+52 (664) 4759-0554,0.16,,BCN,,Ensenada,BCN,36734,carlos.sánchez@petroveracruz.com.mx,,,"Industry: Petroleum, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
