Client,Type,Rep,System,HW_Maint,Revenue_Tracking,Primary_Contact,Phone,Cell,Tax_Pct,Tax_Pct2,Tax_District,Store_Address,City,State,Zip,Email,Ops_Email,Billing_Email,Notes,Country,Source,Import_Date
Better Homes & Gardens,REAL ESTATE,AH,,NO,,Jerry Kelly,(321) 381-5780,(321) 381-5780,0.08,,GEN,,Albuquerque,NM,,jkelly@berkshirehathawayhs.com,,,"Experience: 7 years, Transactions: 33, Volume: $11,506,821",US,CREAM_RealEstate,2026-03-30
Better Homes & Gardens,REAL ESTATE,AH,,NO,,Margaret Gomez,(620) 489-3331,(620) 489-3331,0.08,,GEN,,Memphis,TN,,margaret.gomez@weichert.com,,,"Experience: 20 years, Transactions: 16, Volume: $5,882,604",US,CREAM_RealEstate,2026-03-30
M/I Homes,REAL ESTATE,AH,,NO,,Kathleen Hughes,(475) 588-2878,(475) 588-2878,0.08,,GEN,,Richmond,VA,,hughes.kathleen@century21.com,,,"Experience: 4 years, Transactions: 5, Volume: $919,898",US,CREAM_RealEstate,2026-03-30
HomeSmart,REAL ESTATE,AH,,NO,,Helen Lee,(505) 803-3932,(505) 803-3932,0.08,,GEN,,Columbus,OH,,hlee@coldwellbanker.com,,,"Experience: 12 years, Transactions: 35, Volume: $5,965,496",US,CREAM_RealEstate,2026-03-30
Ryan Homes,REAL ESTATE,AH,,NO,,Ronald Robinson,(970) 639-3747,(970) 639-3747,0.08,,GEN,,Raleigh,NC,,rrobinson@kw.com,,,"Experience: 4 years, Transactions: 13, Volume: $1,389,416",US,CREAM_RealEstate,2026-03-30
CalAtlantic Homes,REAL ESTATE,RA,,NO,,Steven Jones,(312) 925-2561,(312) 925-2561,0.065,,FLA,,Tampa,FL,,jones.steven@elliman.com,,,"Experience: 7 years, Transactions: 29, Volume: $14,675,246",US,CREAM_RealEstate,2026-03-30
Lennar,REAL ESTATE,AH,,NO,,Thomas Roberts,(678) 464-2684,(678) 464-2684,0.08,,GEN,,Albuquerque,NM,,thomas.roberts@gmail.com,,,"Experience: 1 years, Transactions: 4, Volume: $320,110",US,CREAM_RealEstate,2026-03-30
Coldwell Banker,REAL ESTATE,AH,,NO,,Sharon Miller,(570) 469-9593,(570) 469-9593,0.08,,GEN,,Louisville,KY,,sharonm@kw.com,,,"Experience: 25 years, Transactions: 32, Volume: $13,165,166",US,CREAM_RealEstate,2026-03-30
Coldwell Banker,REAL ESTATE,AH,,NO,,Benjamin Campbell,(979) 352-9667,(979) 352-9667,0.08,,GEN,,Philadelphia,PA,,benjamin48@remax.net,,,"Experience: 23 years, Transactions: 45, Volume: $7,382,775",US,CREAM_RealEstate,2026-03-30
Vylla Home,REAL ESTATE,AH,,NO,,Brandon Ortiz,(517) 444-4228,(517) 444-4228,0.08,,GEN,,Detroit,MI,,ortiz.brandon@coldwellbanker.com,,,"Experience: 16 years, Transactions: 28, Volume: $11,385,079",US,CREAM_RealEstate,2026-03-30
CalAtlantic Homes,REAL ESTATE,AH,,NO,,Andrew Roberts,(657) 424-7685,(657) 424-7685,0.08,,GEN,,New Orleans,LA,,andrew.roberts@sothebysrealty.com,,,"Experience: 11 years, Transactions: 36, Volume: $3,666,067",US,CREAM_RealEstate,2026-03-30
Douglas Elliman,REAL ESTATE,RA,,NO,,Melissa Adams,(220) 380-4096,(220) 380-4096,0.065,,FLA,,Jacksonville,FL,,melissaa@weichert.com,,,"Experience: 14 years, Transactions: 41, Volume: $11,536,253",US,CREAM_RealEstate,2026-03-30
Weichert,REAL ESTATE,DK,,NO,,Patrick Lee,(225) 551-2225,(225) 551-2225,0.08,,GEN,,Portland,OR,,plee@homesmart.com,,,"Experience: 17 years, Transactions: 11, Volume: $10,784,009",US,CREAM_RealEstate,2026-03-30
Century Communities,REAL ESTATE,AH,,NO,,Patrick Bennett,(563) 979-5003,(563) 979-5003,0.08,,GEN,,Baltimore,MD,,patrick.bennett@coldwellbanker.com,,,"Experience: 3 years, Transactions: 11, Volume: $895,453",US,CREAM_RealEstate,2026-03-30
Zillow Premier,REAL ESTATE,DK,,NO,,Kimberly Wright,(480) 951-4226,(480) 951-4226,0.08,,GEN,,Portland,OR,,kwright@exprealty.com,,,"Experience: 23 years, Transactions: 39, Volume: $12,404,856",US,CREAM_RealEstate,2026-03-30
Nest Seekers,REAL ESTATE,RA,,NO,,Linda Reyes,(501) 701-1420,(501) 701-1420,0.065,,FLA,,Orlando,FL,,linda24@realtyonegroup.com,,,"Experience: 16 years, Transactions: 32, Volume: $7,258,481",US,CREAM_RealEstate,2026-03-30
Douglas Elliman,REAL ESTATE,DK,,NO,,Raymond Sanchez,(864) 996-9771,(864) 996-9771,0.08,,GEN,,Portland,OR,,raymonds@elliman.com,,,"Experience: 16 years, Transactions: 13, Volume: $14,742,026",US,CREAM_RealEstate,2026-03-30
Redfin,REAL ESTATE,AH,,NO,,Jennifer Anderson,(956) 493-5586,(956) 493-5586,0.08,,GEN,,Baltimore,MD,,jennifera@realtyonegroup.com,,,"Experience: 13 years, Transactions: 14, Volume: $13,808,479",US,CREAM_RealEstate,2026-03-30
Berkshire Hathaway,REAL ESTATE,AH,,NO,,Ryan Turner,(305) 660-5707,(305) 660-5707,0.08,,GEN,,Colorado Springs,CO,,ryant@remax.net,,,"Experience: 22 years, Transactions: 33, Volume: $14,471,959",US,CREAM_RealEstate,2026-03-30
M/I Homes,REAL ESTATE,RA,,NO,,David Thomas,(254) 251-3417,(254) 251-3417,0.065,,FLA,,Tampa,FL,,davidt@coldwellbanker.com,,,"Experience: 20 years, Transactions: 35, Volume: $5,594,023",US,CREAM_RealEstate,2026-03-30
Weichert,REAL ESTATE,AH,,NO,,Samantha Hernandez,(803) 923-1663,(803) 923-1663,0.0925,,SF,,San Diego,CA,,samantha.hernandez@exprealty.com,,,"Experience: 21 years, Transactions: 34, Volume: $8,968,033",US,CREAM_RealEstate,2026-03-30
Nest Seekers,REAL ESTATE,AH,,NO,,James Lopez,(564) 355-8785,(564) 355-8785,0.0925,,SF,,Los Angeles,CA,,lopez.james@homesmart.com,,,"Experience: 8 years, Transactions: 23, Volume: $11,917,092",US,CREAM_RealEstate,2026-03-30
ERA,REAL ESTATE,AH,,NO,,Pamela Carter,(701) 551-2718,(701) 551-2718,0.08,,GEN,,Denver,CO,,pamela24@remax.net,,,"Experience: 15 years, Transactions: 40, Volume: $11,461,663",US,CREAM_RealEstate,2026-03-30
Berkshire Hathaway,REAL ESTATE,AH,,NO,,Janet Thomas,(973) 369-1145,(973) 369-1145,0.08,,GEN,,Louisville,KY,,janet.thomas@hotmail.com,,,"Experience: 9 years, Transactions: 44, Volume: $3,789,657",US,CREAM_RealEstate,2026-03-30
Pulte Homes,REAL ESTATE,AH,,NO,,Frank Cook,(704) 854-2025,(704) 854-2025,0.0925,,SF,,San Francisco,CA,,frankc@homesmart.com,,,"Experience: 5 years, Transactions: 26, Volume: $7,212,858",US,CREAM_RealEstate,2026-03-30
Tri Pointe Homes,REAL ESTATE,AH,,NO,,Margaret Chavez,(928) 595-7204,(928) 595-7204,0.08,,GEN,,Baton Rouge,LA,,mchavez@berkshirehathawayhs.com,,,"Experience: 9 years, Transactions: 29, Volume: $8,760,776",US,CREAM_RealEstate,2026-03-30
Better Homes & Gardens,REAL ESTATE,AH,,NO,,Scott Chavez,(802) 361-9897,(802) 361-9897,0.08,,GEN,,Cleveland,OH,,chavez.scott@homesmart.com,,,"Experience: 7 years, Transactions: 37, Volume: $13,034,166",US,CREAM_RealEstate,2026-03-30
NVR,REAL ESTATE,LG,,NO,,Amy Parker,(803) 805-9323,(803) 805-9323,0.0685,,GEN,,Las Vegas,NV,,amy.parker@remax.net,,,"Experience: 24 years, Transactions: 42, Volume: $9,796,232",US,CREAM_RealEstate,2026-03-30
Berkshire Hathaway,REAL ESTATE,AH,,NO,,Michelle Ward,(864) 383-8074,(864) 383-8074,0.0925,,SF,,Los Angeles,CA,,michellew@coldwellbanker.com,,,"Experience: 5 years, Transactions: 39, Volume: $12,392,732",US,CREAM_RealEstate,2026-03-30
The Agency,REAL ESTATE,AH,,NO,,Karen Bennett,(706) 792-7824,(706) 792-7824,0.08,,GEN,,Louisville,KY,,karenb@redfin.com,,,"Experience: 2 years, Transactions: 6, Volume: $686,663",US,CREAM_RealEstate,2026-03-30
ERA,REAL ESTATE,AH,,NO,,Dorothy Scott,(251) 978-4045,(251) 978-4045,0.08,,GEN,,Colorado Springs,CO,,dscott@remax.net,,,"Experience: 16 years, Transactions: 50, Volume: $2,111,846",US,CREAM_RealEstate,2026-03-30
Taylor Morrison,REAL ESTATE,AH,,NO,,Thomas Brown,(717) 585-3556,(717) 585-3556,0.08,,GEN,,Louisville,KY,,tbrown@outlook.com,,,"Experience: 0 years, Transactions: 5, Volume: $426,905",US,CREAM_RealEstate,2026-03-30
Redfin,REAL ESTATE,AH,,NO,,Joseph Ross,(336) 476-6558,(336) 476-6558,0.08,,GEN,,Memphis,TN,,joseph15@yahoo.com,,,"Experience: 15 years, Transactions: 13, Volume: $9,247,004",US,CREAM_RealEstate,2026-03-30
Pulte Homes,REAL ESTATE,AH,,NO,,Nicholas Mendoza,(973) 872-3499,(973) 872-3499,0.08,,GEN,,Virginia Beach,VA,,nicholasm@sothebysrealty.com,,,"Experience: 19 years, Transactions: 38, Volume: $2,744,886",US,CREAM_RealEstate,2026-03-30
Beazer Homes,REAL ESTATE,LG,,NO,,Ronald Peterson,(360) 821-1053,(360) 821-1053,0.0825,,TEX,,San Antonio,TX,,ronald80@remax.net,,,"Experience: 9 years, Transactions: 24, Volume: $13,300,458",US,CREAM_RealEstate,2026-03-30
Douglas Elliman,REAL ESTATE,RA,,NO,,Kathleen Thomas,(737) 429-1573,(737) 429-1573,0.065,,FLA,,Jacksonville,FL,,kathleen82@elliman.com,,,"Experience: 23 years, Transactions: 16, Volume: $6,849,293",US,CREAM_RealEstate,2026-03-30
Better Homes & Gardens,REAL ESTATE,AH,,NO,,Karen Bennett,(954) 797-9200,(954) 797-9200,0.08,,GEN,,Philadelphia,PA,,kbennett@compass.com,,,"Experience: 15 years, Transactions: 29, Volume: $2,661,315",US,CREAM_RealEstate,2026-03-30
Meritage Homes,REAL ESTATE,RA,,NO,,Susan Smith,(260) 374-9274,(260) 374-9274,0.065,,FLA,,Jacksonville,FL,,susans@elliman.com,,,"Experience: 4 years, Transactions: 15, Volume: $944,157",US,CREAM_RealEstate,2026-03-30
Lennar,REAL ESTATE,AH,,NO,,Ronald Howard,(276) 720-7746,(276) 720-7746,0.08,,GEN,,Cincinnati,OH,,ronald.howard@elliman.com,,,"Experience: 11 years, Transactions: 15, Volume: $11,169,665",US,CREAM_RealEstate,2026-03-30
Realty One Group,REAL ESTATE,DK,,NO,,Kevin Taylor,(763) 490-5418,(763) 490-5418,0.08,,GEN,,Portland,OR,,taylor.kevin@homesmart.com,,,"Experience: 2 years, Transactions: 8, Volume: $869,031",US,CREAM_RealEstate,2026-03-30
Vylla Home,REAL ESTATE,AH,,NO,,Jeffrey Sanchez,(909) 923-2711,(909) 923-2711,0.08,,GEN,,New Orleans,LA,,sanchez.jeffrey@century21.com,,,"Experience: 9 years, Transactions: 46, Volume: $13,041,537",US,CREAM_RealEstate,2026-03-30
Toll Brothers,REAL ESTATE,AH,,NO,,Jessica Stewart,(845) 231-1994,(845) 231-1994,0.08,,GEN,,Salt Lake City,UT,,jessicas@coldwellbanker.com,,,"Experience: 18 years, Transactions: 35, Volume: $9,070,074",US,CREAM_RealEstate,2026-03-30
Meritage Homes,REAL ESTATE,AH,,NO,,Richard Hughes,(520) 294-8492,(520) 294-8492,0.0925,,SF,,San Diego,CA,,richard.hughes@gmail.com,,,"Experience: 15 years, Transactions: 16, Volume: $12,488,438",US,CREAM_RealEstate,2026-03-30
ERA,REAL ESTATE,AH,,NO,,Tyler Harris,(907) 879-5160,(907) 879-5160,0.0925,,SF,,San Jose,CA,,tylerh@realtyonegroup.com,,,"Experience: 6 years, Transactions: 14, Volume: $13,100,853",US,CREAM_RealEstate,2026-03-30
Century 21,REAL ESTATE,LG,,NO,,Patrick Hill,(361) 994-8300,(361) 994-8300,0.0825,,TEX,,Austin,TX,,patrick41@realtyonegroup.com,,,"Experience: 12 years, Transactions: 31, Volume: $9,709,326",US,CREAM_RealEstate,2026-03-30
Realty One Group,REAL ESTATE,RA,,NO,,Andrew Jones,(831) 662-5065,(831) 662-5065,0.065,,FLA,,Orlando,FL,,andrewj@realtor.com,,,"Experience: 1 years, Transactions: 5, Volume: $37,075",US,CREAM_RealEstate,2026-03-30
Realty One Group,REAL ESTATE,LG,,NO,,Anthony Hughes,(504) 507-4762,(504) 507-4762,0.0825,,TEX,,San Antonio,TX,,anthonyh@kw.com,,,"Experience: 9 years, Transactions: 11, Volume: $11,926,632",US,CREAM_RealEstate,2026-03-30
Better Homes & Gardens,REAL ESTATE,AH,,NO,,Lisa Thomas,(615) 990-5078,(615) 990-5078,0.08,,GEN,,Memphis,TN,,thomas.lisa@century21.com,,,"Experience: 20 years, Transactions: 10, Volume: $4,180,383",US,CREAM_RealEstate,2026-03-30
ERA,REAL ESTATE,AH,,NO,,Susan Johnson,(334) 426-1519,(334) 426-1519,0.08,,GEN,,Baton Rouge,LA,,sjohnson@coldwellbanker.com,,,"Experience: 10 years, Transactions: 36, Volume: $12,591,236",US,CREAM_RealEstate,2026-03-30
Realty One Group,REAL ESTATE,AH,,NO,,Mark Kim,(623) 839-8635,(623) 839-8635,0.08,,GEN,,Charlotte,NC,,mkim@weichert.com,,,"Experience: 18 years, Transactions: 21, Volume: $13,608,317",US,CREAM_RealEstate,2026-03-30
Sotheby's,REAL ESTATE,AH,,NO,,James Roberts,(603) 247-8267,(603) 247-8267,0.08,,GEN,,Cleveland,OH,,james.roberts@homesmart.com,,,"Experience: 19 years, Transactions: 13, Volume: $7,191,307",US,CREAM_RealEstate,2026-03-30
Tri Pointe Homes,REAL ESTATE,LG,,NO,,Samantha Ross,(203) 230-4832,(203) 230-4832,0.08,,GEN,,Phoenix,AZ,,samantha61@kw.com,,,"Experience: 7 years, Transactions: 42, Volume: $7,622,225",US,CREAM_RealEstate,2026-03-30
Coldwell Banker,REAL ESTATE,AH,,NO,,Brian Flores,(630) 412-9023,(630) 412-9023,0.08,,GEN,,Indianapolis,IN,,brianf@century21.com,,,"Experience: 25 years, Transactions: 27, Volume: $9,887,663",US,CREAM_RealEstate,2026-03-30
Pulte Homes,REAL ESTATE,LG,,NO,,Emma Moore,(715) 729-8434,(715) 729-8434,0.0825,,TEX,,San Antonio,TX,,emma78@gmail.com,,,"Experience: 24 years, Transactions: 50, Volume: $14,721,963",US,CREAM_RealEstate,2026-03-30
Tri Pointe Homes,REAL ESTATE,AH,,NO,,Dorothy Ramos,(256) 828-7651,(256) 828-7651,0.08,,GEN,,Boise,ID,,dorothyr@berkshirehathawayhs.com,,,"Experience: 13 years, Transactions: 14, Volume: $6,525,730",US,CREAM_RealEstate,2026-03-30
Zillow Premier,REAL ESTATE,LG,,NO,,Larry Martin,(906) 393-2838,(906) 393-2838,0.0825,,TEX,,Dallas-Fort Worth,TX,,larry.martin@kw.com,,,"Experience: 22 years, Transactions: 16, Volume: $8,680,354",US,CREAM_RealEstate,2026-03-30
Weichert,REAL ESTATE,LG,,NO,,Timothy Hall,(862) 560-2800,(862) 560-2800,0.0825,,TEX,,Dallas-Fort Worth,TX,,timothyh@gmail.com,,,"Experience: 17 years, Transactions: 48, Volume: $2,132,936",US,CREAM_RealEstate,2026-03-30
KB Home,REAL ESTATE,AH,,NO,,Timothy Young,(975) 603-7979,(975) 603-7979,0.08,,GEN,,Boise,ID,,timothy.young@sothebysrealty.com,,,"Experience: 14 years, Transactions: 46, Volume: $12,484,055",US,CREAM_RealEstate,2026-03-30
HomeSmart,REAL ESTATE,AH,,NO,,Emma Scott,(970) 297-5938,(970) 297-5938,0.08,,GEN,,Richmond,VA,,emmas@hotmail.com,,,"Experience: 6 years, Transactions: 18, Volume: $11,340,706",US,CREAM_RealEstate,2026-03-30
Coldwell Banker,REAL ESTATE,AH,,NO,,Mark Morales,(562) 260-8130,(562) 260-8130,0.08,,GEN,,Baltimore,MD,,mark.morales@yahoo.com,,,"Experience: 11 years, Transactions: 10, Volume: $7,339,687",US,CREAM_RealEstate,2026-03-30
Taylor Morrison,REAL ESTATE,AH,,NO,,Stephanie Castillo,(207) 591-1580,(207) 591-1580,0.0925,,SF,,Riverside,CA,,scastillo@homesmart.com,,,"Experience: 9 years, Transactions: 17, Volume: $7,293,575",US,CREAM_RealEstate,2026-03-30
Berkshire Hathaway,REAL ESTATE,AH,,NO,,Diane Scott,(225) 733-1689,(225) 733-1689,0.08,,GEN,,Kansas City,MO,,diane55@elliman.com,,,"Experience: 16 years, Transactions: 38, Volume: $11,232,558",US,CREAM_RealEstate,2026-03-30
Ryan Homes,REAL ESTATE,DK,,NO,,Carolyn Gonzalez,(220) 557-3009,(220) 557-3009,0.08,,GEN,,Portland,OR,,carolyn71@compass.com,,,"Experience: 5 years, Transactions: 26, Volume: $8,425,665",US,CREAM_RealEstate,2026-03-30
Berkshire Hathaway,REAL ESTATE,AH,,NO,,Jason Wilson,(667) 222-8956,(667) 222-8956,0.08,,GEN,,Oklahoma City,OK,,jwilson@yahoo.com,,,"Experience: 21 years, Transactions: 39, Volume: $4,081,285",US,CREAM_RealEstate,2026-03-30
eXp Realty,REAL ESTATE,AH,,NO,,Sharon Evans,(409) 755-4954,(409) 755-4954,0.08,,GEN,,Nashville,TN,,evans.sharon@compass.com,,,"Experience: 3 years, Transactions: 8, Volume: $671,466",US,CREAM_RealEstate,2026-03-30
The Agency,REAL ESTATE,AH,,NO,,Samuel Morris,(572) 834-5745,(572) 834-5745,0.0925,,SF,,San Jose,CA,,samuel15@yahoo.com,,,"Experience: 18 years, Transactions: 50, Volume: $2,667,535",US,CREAM_RealEstate,2026-03-30
D.R. Horton,REAL ESTATE,RA,,NO,,Brandon Davis,(940) 971-8144,(940) 971-8144,0.065,,FLA,,Orlando,FL,,brandon.davis@hotmail.com,,,"Experience: 16 years, Transactions: 35, Volume: $10,501,901",US,CREAM_RealEstate,2026-03-30
Pulte Homes,REAL ESTATE,AH,,NO,,Michael Alvarez,(413) 257-6155,(413) 257-6155,0.08,,GEN,,Virginia Beach,VA,,michael.alvarez@realtyonegroup.com,,,"Experience: 16 years, Transactions: 14, Volume: $5,464,001",US,CREAM_RealEstate,2026-03-30
The Agency,REAL ESTATE,AH,,NO,,Lisa Cruz,(614) 407-7562,(614) 407-7562,0.08,,GEN,,Cleveland,OH,,lisa.cruz@elliman.com,,,"Experience: 12 years, Transactions: 19, Volume: $10,175,314",US,CREAM_RealEstate,2026-03-30
HomeSmart,REAL ESTATE,AH,,NO,,Jonathan Castillo,(817) 528-3048,(817) 528-3048,0.08,,GEN,,St. Louis,MO,,jonathan.castillo@elliman.com,,,"Experience: 10 years, Transactions: 24, Volume: $11,092,115",US,CREAM_RealEstate,2026-03-30
M/I Homes,REAL ESTATE,AH,,NO,,Ryan Jackson,(863) 456-4254,(863) 456-4254,0.08,,GEN,,Minneapolis,MN,,rjackson@exprealty.com,,,"Experience: 13 years, Transactions: 46, Volume: $1,622,870",US,CREAM_RealEstate,2026-03-30
M/I Homes,REAL ESTATE,AH,,NO,,Margaret Parker,(346) 593-7746,(346) 593-7746,0.08,,GEN,,Denver,CO,,margaretp@hotmail.com,,,"Experience: 12 years, Transactions: 25, Volume: $2,994,241",US,CREAM_RealEstate,2026-03-30
Berkshire Hathaway,REAL ESTATE,LG,,NO,,Laura Castillo,(401) 682-4374,(401) 682-4374,0.08,,GEN,,Phoenix,AZ,,laura.castillo@sothebysrealty.com,,,"Experience: 2 years, Transactions: 11, Volume: $780,230",US,CREAM_RealEstate,2026-03-30
Taylor Morrison,REAL ESTATE,AH,,NO,,Sharon Jackson,(912) 762-2689,(912) 762-2689,0.08,,GEN,,Baton Rouge,LA,,jackson.sharon@century21.com,,,"Experience: 6 years, Transactions: 14, Volume: $9,670,698",US,CREAM_RealEstate,2026-03-30
Sotheby's,REAL ESTATE,AH,,NO,,Brenda Peterson,(731) 803-7306,(731) 803-7306,0.08,,GEN,,Raleigh,NC,,brenda.peterson@coldwellbanker.com,,,"Experience: 5 years, Transactions: 46, Volume: $13,434,048",US,CREAM_RealEstate,2026-03-30
Beazer Homes,REAL ESTATE,RA,,NO,,Kenneth Kelly,(615) 826-6568,(615) 826-6568,0.065,,FLA,,Miami,FL,,kennethk@realtyonegroup.com,,,"Experience: 24 years, Transactions: 48, Volume: $13,051,824",US,CREAM_RealEstate,2026-03-30
Tri Pointe Homes,REAL ESTATE,AH,,NO,,Michelle Parker,(567) 480-4461,(567) 480-4461,0.08,,GEN,,Detroit,MI,,parker.michelle@weichert.com,,,"Experience: 2 years, Transactions: 10, Volume: $1,901,197",US,CREAM_RealEstate,2026-03-30
Meritage Homes,REAL ESTATE,AH,,NO,,Jacob Castillo,(402) 680-6507,(402) 680-6507,0.08,,GEN,,Memphis,TN,,jacobc@coldwellbanker.com,,,"Experience: 13 years, Transactions: 47, Volume: $5,946,854",US,CREAM_RealEstate,2026-03-30
HomeSmart,REAL ESTATE,LG,,NO,,Kathleen Clark,(585) 620-3205,(585) 620-3205,0.08,,GEN,,Tucson,AZ,,clark.kathleen@exprealty.com,,,"Experience: 0 years, Transactions: 0, Volume: $392,335",US,CREAM_RealEstate,2026-03-30
NVR,REAL ESTATE,LG,,NO,,Robert Taylor,(508) 621-9275,(508) 621-9275,0.08,,GEN,,Tucson,AZ,,robert21@berkshirehathawayhs.com,,,"Experience: 7 years, Transactions: 15, Volume: $12,607,682",US,CREAM_RealEstate,2026-03-30
eXp Realty,REAL ESTATE,RA,,NO,,Larry Anderson,(407) 596-9091,(407) 596-9091,0.065,,FLA,,Jacksonville,FL,,larrya@kw.com,,,"Experience: 23 years, Transactions: 32, Volume: $1,911,070",US,CREAM_RealEstate,2026-03-30
KB Home,REAL ESTATE,LG,,NO,,Laura Brooks,(704) 509-7643,(704) 509-7643,0.08,,GEN,,Phoenix,AZ,,laura46@remax.net,,,"Experience: 24 years, Transactions: 32, Volume: $2,200,513",US,CREAM_RealEstate,2026-03-30
Lennar,REAL ESTATE,AH,,NO,,Amy Johnson,(816) 934-2889,(816) 934-2889,0.08,,GEN,,Atlanta,GA,,amy4@sothebysrealty.com,,,"Experience: 20 years, Transactions: 27, Volume: $9,577,273",US,CREAM_RealEstate,2026-03-30
Ryan Homes,REAL ESTATE,LG,,NO,,Tyler Rogers,(747) 503-8253,(747) 503-8253,0.0825,,TEX,,Dallas-Fort Worth,TX,,tyler27@realtor.com,,,"Experience: 24 years, Transactions: 37, Volume: $12,735,480",US,CREAM_RealEstate,2026-03-30
Keller Williams,REAL ESTATE,MB,,NO,,Maria Lopez,(360) 230-8819,(360) 230-8819,0.085,,NYC,,New York,NY,,maria78@coldwellbanker.com,,,"Experience: 13 years, Transactions: 36, Volume: $13,204,297",US,CREAM_RealEstate,2026-03-30
RE/MAX,REAL ESTATE,LG,,NO,,Barbara Mendoza,(302) 935-7653,(302) 935-7653,0.08,,GEN,,Tucson,AZ,,barbara.mendoza@kw.com,,,"Experience: 23 years, Transactions: 32, Volume: $11,098,586",US,CREAM_RealEstate,2026-03-30
Weichert,REAL ESTATE,AH,,NO,,Tyler Allen,(201) 494-6512,(201) 494-6512,0.08,,GEN,,Oklahoma City,OK,,allen.tyler@gmail.com,,,"Experience: 16 years, Transactions: 34, Volume: $5,692,005",US,CREAM_RealEstate,2026-03-30
Nest Seekers,REAL ESTATE,AH,,NO,,Kenneth Hernandez,(947) 393-5064,(947) 393-5064,0.08,,GEN,,Albuquerque,NM,,kennethh@weichert.com,,,"Experience: 24 years, Transactions: 48, Volume: $12,330,692",US,CREAM_RealEstate,2026-03-30
Nest Seekers,REAL ESTATE,RA,,NO,,Ruth Hall,(425) 749-6951,(425) 749-6951,0.065,,FLA,,Jacksonville,FL,,hall.ruth@weichert.com,,,"Experience: 8 years, Transactions: 10, Volume: $4,956,897",US,CREAM_RealEstate,2026-03-30
Compass,REAL ESTATE,AH,,NO,,Jacob Robinson,(419) 410-8127,(419) 410-8127,0.08,,GEN,,St. Louis,MO,,jrobinson@kw.com,,,"Experience: 15 years, Transactions: 19, Volume: $13,339,748",US,CREAM_RealEstate,2026-03-30
Toll Brothers,REAL ESTATE,AH,,NO,,Thomas Flores,(831) 877-8833,(831) 877-8833,0.08,,GEN,,Columbus,OH,,thomasf@compass.com,,,"Experience: 14 years, Transactions: 26, Volume: $3,243,858",US,CREAM_RealEstate,2026-03-30
Coldwell Banker,REAL ESTATE,AH,,NO,,Brenda Ward,(937) 319-3582,(937) 319-3582,0.08,,GEN,,Baltimore,MD,,brenda72@realtyonegroup.com,,,"Experience: 10 years, Transactions: 25, Volume: $11,225,864",US,CREAM_RealEstate,2026-03-30
CalAtlantic Homes,REAL ESTATE,DK,,NO,,Daniel Johnson,(925) 283-4807,(925) 283-4807,0.065,,SEA,,Seattle,WA,,djohnson@kw.com,,,"Experience: 25 years, Transactions: 34, Volume: $3,925,441",US,CREAM_RealEstate,2026-03-30
KB Home,REAL ESTATE,AH,,NO,,Linda Cruz,(616) 428-4156,(616) 428-4156,0.08,,GEN,,Charlotte,NC,,linda9@sothebysrealty.com,,,"Experience: 2 years, Transactions: 12, Volume: $1,744,604",US,CREAM_RealEstate,2026-03-30
Sotheby's,REAL ESTATE,AH,,NO,,Raymond Turner,(716) 549-7760,(716) 549-7760,0.08,,GEN,,Charlotte,NC,,raymond.turner@berkshirehathawayhs.com,,,"Experience: 22 years, Transactions: 42, Volume: $6,552,704",US,CREAM_RealEstate,2026-03-30
Tri Pointe Homes,REAL ESTATE,AH,,NO,,Benjamin Mitchell,(220) 991-3788,(220) 991-3788,0.0925,,SF,,Los Angeles,CA,,benjamin.mitchell@gmail.com,,,"Experience: 17 years, Transactions: 38, Volume: $8,887,089",US,CREAM_RealEstate,2026-03-30
Douglas Elliman,REAL ESTATE,LG,,NO,,Nancy Myers,(772) 392-6015,(772) 392-6015,0.0825,,TEX,,Austin,TX,,nancy.myers@redfin.com,,,"Experience: 4 years, Transactions: 12, Volume: $1,687,818",US,CREAM_RealEstate,2026-03-30
Compass,REAL ESTATE,DK,,NO,,Sharon Anderson,(559) 529-7090,(559) 529-7090,0.065,,SEA,,Seattle,WA,,sharona@homesmart.com,,,"Experience: 6 years, Transactions: 36, Volume: $10,030,827",US,CREAM_RealEstate,2026-03-30
Ryan Homes,REAL ESTATE,AH,,NO,,David Torres,(980) 471-8617,(980) 471-8617,0.08,,GEN,,New Orleans,LA,,david.torres@realtyonegroup.com,,,"Experience: 7 years, Transactions: 45, Volume: $9,271,249",US,CREAM_RealEstate,2026-03-30
Nest Seekers,REAL ESTATE,AH,,NO,,Scott Diaz,(864) 639-2426,(864) 639-2426,0.08,,GEN,,Richmond,VA,,diaz.scott@berkshirehathawayhs.com,,,"Experience: 15 years, Transactions: 21, Volume: $7,746,126",US,CREAM_RealEstate,2026-03-30
LGI Homes,REAL ESTATE,AH,,NO,,Elizabeth Martin,(574) 496-9584,(574) 496-9584,0.08,,GEN,,Cincinnati,OH,,elizabeth13@hotmail.com,,,"Experience: 7 years, Transactions: 13, Volume: $13,977,996",US,CREAM_RealEstate,2026-03-30
M/I Homes,REAL ESTATE,AH,,NO,,William Parker,(734) 432-8980,(734) 432-8980,0.08,,GEN,,Memphis,TN,,parker.william@hotmail.com,,,"Experience: 3 years, Transactions: 4, Volume: $584,868",US,CREAM_RealEstate,2026-03-30
