id,company_name,contact_name,email,phone,address,city,county,state,zip,business_type,priority,source,tags,scraped_at,pos_system,estimated_volume,notes
TN-SHE-0054,Memphis Grill,Jennifer Hernandez,info@memphisgrill.com,+1 (931) 538-5398,9416 Main St,Memphis,Shelby,TN,38280,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453237,,Medium,"Population: 916,371"
TN-SHE-0055,Memphis Grill,John Smith,memphisgri@outlook.com,+1 (629) 362-7089,837 Main St,Memphis,Shelby,TN,37303,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453246,,High,"Population: 916,371"
TN-SHE-0056,Memphis Bistro,David Smith,info@memphisbistro.com,+1 (423) 154-7550,8700 Main St,Memphis,Shelby,TN,37612,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453254,,Low,"Population: 916,371"
TN-SHE-0057,Memphis Coffee Co,Jennifer Hernandez,info@memphiscoffeeco.com,+1 (731) 607-4770,259 Main St,Memphis,Shelby,TN,37682,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.453263,,High,"Population: 916,371"
TN-SHE-0058,Memphis Cafe,Richard Jones,info@memphiscafe.com,+1 (931) 392-2377,3543 Main St,Memphis,Shelby,TN,37144,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.453271,Aloha,Low,"Population: 916,371"
TN-SHE-0059,Memphis Kitchen,William Jones,memphiskit@gmail.com,+1 (865) 938-9790,5191 Main St,Memphis,Shelby,TN,37183,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453283,,Medium,"Population: 916,371"
TN-SHE-0060,Memphis Kitchen,John Williams,info@memphiskitchen.com,+1 (731) 589-4218,6149 Main St,Memphis,Shelby,TN,37028,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453292,,Low,"Population: 916,371"
TN-SHE-0061,Memphis Bar & Grill,Joseph Jones,info@memphisbarandgr.com,+1 (629) 128-1155,8335 Main St,Memphis,Shelby,TN,38018,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453300,Clover,Medium,"Population: 916,371"
TN-SHE-0062,Memphis Grill,Linda Rodriguez,info@memphisgrill.com,+1 (865) 133-9409,2348 Main St,Memphis,Shelby,TN,37217,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453312,,Medium,"Population: 916,371"
TN-SHE-0063,Memphis Grill,Susan Hernandez,info@memphisgrill.com,+1 (901) 117-4579,8964 Main St,Memphis,Shelby,TN,37973,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453321,Clover,Low,"Population: 916,371"
TN-SHE-0064,Memphis Coffee Co,William Anderson,info@memphiscoffeeco.com,+1 (615) 569-6407,2746 Main St,Memphis,Shelby,TN,38372,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.453329,Clover,Medium,"Population: 916,371"
TN-SHE-0065,Memphis Grill,William Jones,info@memphisgrill.com,+1 (615) 619-7105,7375 Main St,Memphis,Shelby,TN,37644,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453341,,Medium,"Population: 916,371"
TN-SHE-0066,Memphis Pub,John Rodriguez,info@memphispub.com,+1 (731) 801-3580,1173 Main St,Memphis,Shelby,TN,37844,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.453349,,High,"Population: 916,371"
TN-SHE-0067,Memphis Bar & Grill,Patricia Anderson,memphisbar@outlook.com,+1 (931) 308-4209,5337 Main St,Memphis,Shelby,TN,38193,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453361,Square,Low,"Population: 916,371"
TN-SHE-0068,Memphis Coffee Co,Richard Anderson,memphiscof@outlook.com,+1 (615) 312-8625,5168 Main St,Memphis,Shelby,TN,38377,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.453370,Aloha,Medium,"Population: 916,371"
TN-SHE-0069,Memphis Eatery,David Wilson,info@memphiseatery.com,+1 (931) 147-6197,3697 Main St,Memphis,Shelby,TN,38152,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453379,,Medium,"Population: 916,371"
TN-SHE-0070,Memphis Bistro,Jennifer Martinez,memphisbis@memphisbistro.com,+1 (931) 887-5077,7978 Main St,Memphis,Shelby,TN,38158,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.453387,,Medium,"Population: 916,371"
TN-SHE-0071,Memphis Grill,David Garcia,info@memphisgrill.com,+1 (423) 623-9985,931 Main St,Memphis,Shelby,TN,37012,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455184,,Low,"Population: 916,371"
TN-SHE-0072,Memphis Kitchen,Elizabeth Martinez,info@memphiskitchen.com,+1 (423) 401-6413,284 Main St,Memphis,Shelby,TN,37299,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455218,Aloha,High,"Population: 916,371"
TN-SHE-0073,Memphis Bar & Grill,John Lopez,info@memphisbarandgr.com,+1 (731) 101-6527,5191 Main St,Memphis,Shelby,TN,37702,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455230,,Low,"Population: 916,371"
TN-SHE-0074,Memphis Bar & Grill,Patricia Davis,info@memphisbarandgr.com,+1 (901) 520-2182,1905 Main St,Memphis,Shelby,TN,37384,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455239,,Low,"Population: 916,371"
TN-SHE-0075,Memphis Grill,Patricia Garcia,info@memphisgrill.com,+1 (931) 409-1149,6243 Main St,Memphis,Shelby,TN,37599,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455256,,Medium,"Population: 916,371"
TN-SHE-0076,Memphis Coffee Co,Jennifer Davis,info@memphiscoffeeco.com,+1 (615) 406-4582,1408 Main St,Memphis,Shelby,TN,37997,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455265,Aloha,Medium,"Population: 916,371"
TN-SHE-0077,Memphis Eatery,Linda Wilson,memphiseat@outlook.com,+1 (731) 601-2498,2438 Main St,Memphis,Shelby,TN,37461,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455274,Toast,Low,"Population: 916,371"
TN-SHE-0078,Memphis Bar & Grill,Elizabeth Rodriguez,info@memphisbarandgr.com,+1 (629) 668-1492,5894 Main St,Memphis,Shelby,TN,37378,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455283,,Medium,"Population: 916,371"
TN-SHE-0079,Memphis Bistro,Richard Brown,info@memphisbistro.com,+1 (865) 749-3722,974 Main St,Memphis,Shelby,TN,38139,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455292,Toast,Medium,"Population: 916,371"
TN-SHE-0080,Memphis Grill,Jennifer Williams,info@memphisgrill.com,+1 (423) 645-2671,8273 Main St,Memphis,Shelby,TN,38448,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455300,,High,"Population: 916,371"
TN-SHE-0081,Memphis Bar & Grill,Patricia Jones,info@memphisbarandgr.com,+1 (615) 572-5616,4526 Main St,Memphis,Shelby,TN,37096,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455308,,Medium,"Population: 916,371"
TN-SHE-0082,Memphis Coffee Co,Elizabeth Martinez,info@memphiscoffeeco.com,+1 (731) 743-4472,4949 Main St,Memphis,Shelby,TN,37714,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455323,Toast,High,"Population: 916,371"
TN-SHE-0083,Memphis Coffee Co,James Jones,memphiscof@gmail.com,+1 (865) 362-9155,1035 Main St,Memphis,Shelby,TN,38368,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455347,,High,"Population: 916,371"
TN-SHE-0084,Memphis Cafe,John Rodriguez,info@memphiscafe.com,+1 (615) 308-1634,2812 Main St,Memphis,Shelby,TN,38368,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455362,Clover,Medium,"Population: 916,371"
TN-SHE-0085,Memphis Coffee Co,Joseph Lopez,memphiscof@memphiscoffeeco.com,+1 (901) 587-8413,6987 Main St,Memphis,Shelby,TN,37482,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455378,Aloha,Low,"Population: 916,371"
TN-SHE-0086,Memphis Coffee Co,Patricia Anderson,info@memphiscoffeeco.com,+1 (931) 983-8766,5737 Main St,Memphis,Shelby,TN,37020,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455388,Clover,Low,"Population: 916,371"
TN-SHE-0087,Memphis Grill,Robert Martinez,memphisgri@memphisgrill.com,+1 (615) 383-3762,6392 Main St,Memphis,Shelby,TN,37073,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455414,Aloha,High,"Population: 916,371"
TN-SHE-0088,Memphis Grill,Mary Martinez,info@memphisgrill.com,+1 (865) 379-8318,4707 Main St,Memphis,Shelby,TN,37070,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455423,,High,"Population: 916,371"
TN-SHE-0089,Memphis Coffee Co,John Williams,info@memphiscoffeeco.com,+1 (931) 381-8473,9088 Main St,Memphis,Shelby,TN,38318,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455437,Toast,High,"Population: 916,371"
TN-SHE-0090,Memphis Cafe,Robert Hernandez,memphiscaf@memphiscafe.com,+1 (629) 233-8337,4551 Main St,Memphis,Shelby,TN,38485,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455446,,Low,"Population: 916,371"
TN-SHE-0091,Memphis Bistro,Jessica Lopez,info@memphisbistro.com,+1 (615) 290-5576,5811 Main St,Memphis,Shelby,TN,38432,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455458,Toast,Medium,"Population: 916,371"
TN-SHE-0092,Memphis Bistro,Richard Rodriguez,info@memphisbistro.com,+1 (629) 888-6692,7832 Main St,Memphis,Shelby,TN,38424,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455470,,Medium,"Population: 916,371"
TN-SHE-0093,Memphis Coffee Co,Elizabeth Anderson,info@memphiscoffeeco.com,+1 (423) 333-4012,9267 Main St,Memphis,Shelby,TN,37026,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455478,,Low,"Population: 916,371"
TN-SHE-0094,Memphis Bar & Grill,Linda Anderson,info@memphisbarandgr.com,+1 (615) 286-3095,491 Main St,Memphis,Shelby,TN,37173,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455487,,Medium,"Population: 916,371"
TN-SHE-0095,Memphis Bar & Grill,Barbara Davis,memphisbar@memphisbarandgr.com,+1 (615) 678-9201,1376 Main St,Memphis,Shelby,TN,37845,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455496,,Medium,"Population: 916,371"
TN-SHE-0096,Memphis Pub,Michael Garcia,memphispub@yahoo.com,+1 (423) 256-9186,9161 Main St,Memphis,Shelby,TN,38233,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455505,,Low,"Population: 916,371"
TN-SHE-0097,Memphis Pub,Jessica Smith,memphispub@outlook.com,+1 (615) 522-3318,6581 Main St,Memphis,Shelby,TN,38257,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455514,Square,Low,"Population: 916,371"
TN-SHE-0098,Memphis Cafe,Linda Brown,info@memphiscafe.com,+1 (901) 761-3471,9836 Main St,Memphis,Shelby,TN,38473,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455523,,Medium,"Population: 916,371"
TN-SHE-0099,Memphis Kitchen,William Lopez,memphiskit@gmail.com,+1 (865) 167-9504,2128 Main St,Memphis,Shelby,TN,37195,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455536,,High,"Population: 916,371"
TN-SHE-0100,Memphis Bar & Grill,James Rodriguez,info@memphisbarandgr.com,+1 (423) 925-9961,7438 Main St,Memphis,Shelby,TN,38403,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455545,,Low,"Population: 916,371"
TN-SHE-0101,Memphis Grill,Richard Martinez,memphisgri@memphisgrill.com,+1 (901) 978-4500,688 Main St,Memphis,Shelby,TN,38205,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455553,,Low,"Population: 916,371"
TN-SHE-0102,Memphis Kitchen,Jessica Smith,memphiskit@memphiskitchen.com,+1 (423) 630-4610,6637 Main St,Memphis,Shelby,TN,38136,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455566,,Low,"Population: 916,371"
TN-SHE-0103,Memphis Coffee Co,Barbara Lopez,info@memphiscoffeeco.com,+1 (629) 855-1053,4181 Main St,Memphis,Shelby,TN,38033,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455575,,Medium,"Population: 916,371"
TN-SHE-0104,Memphis Grill,Elizabeth Wilson,info@memphisgrill.com,+1 (731) 116-2328,9083 Main St,Memphis,Shelby,TN,37031,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455583,,High,"Population: 916,371"
TN-SHE-0105,Memphis Coffee Co,Jessica Rodriguez,info@memphiscoffeeco.com,+1 (615) 839-7391,7682 Main St,Memphis,Shelby,TN,38335,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455592,,Medium,"Population: 916,371"
TN-SHE-0106,Memphis Cafe,Patricia Lopez,info@memphiscafe.com,+1 (615) 781-4079,9916 Main St,Memphis,Shelby,TN,38311,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455600,Clover,Medium,"Population: 916,371"
TN-SHE-0107,Memphis Kitchen,Jennifer Wilson,info@memphiskitchen.com,+1 (423) 373-1317,8088 Main St,Memphis,Shelby,TN,37447,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455611,,High,"Population: 916,371"
TN-SHE-0108,Memphis Grill,Jennifer Smith,info@memphisgrill.com,+1 (901) 862-5823,5101 Main St,Memphis,Shelby,TN,38134,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455619,,Medium,"Population: 916,371"
TN-SHE-0109,Memphis Grill,Jessica Anderson,info@memphisgrill.com,+1 (615) 386-2682,5254 Main St,Memphis,Shelby,TN,37274,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455629,,High,"Population: 916,371"
TN-SHE-0110,Memphis Grill,David Johnson,info@memphisgrill.com,+1 (629) 248-6229,9942 Main St,Memphis,Shelby,TN,37821,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455637,Clover,Low,"Population: 916,371"
TN-SHE-0111,Memphis Eatery,Jessica Wilson,memphiseat@gmail.com,+1 (901) 604-2819,6711 Main St,Memphis,Shelby,TN,37354,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455647,,High,"Population: 916,371"
TN-SHE-0112,Memphis Cafe,James Hernandez,info@memphiscafe.com,+1 (901) 488-2598,6502 Main St,Memphis,Shelby,TN,38423,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455658,,Low,"Population: 916,371"
TN-SHE-0113,Memphis Pub,Richard Lopez,info@memphispub.com,+1 (731) 746-3851,6673 Main St,Memphis,Shelby,TN,37057,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455667,,Low,"Population: 916,371"
TN-SHE-0114,Memphis Kitchen,Michael Miller,memphiskit@gmail.com,+1 (901) 914-9074,4986 Main St,Memphis,Shelby,TN,37241,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455676,,High,"Population: 916,371"
TN-SHE-0115,Memphis Cafe,Barbara Martinez,memphiscaf@yahoo.com,+1 (931) 958-5932,843 Main St,Memphis,Shelby,TN,38237,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455688,,Medium,"Population: 916,371"
TN-SHE-0116,Memphis Cafe,Jessica Miller,memphiscaf@outlook.com,+1 (629) 676-6602,7065 Main St,Memphis,Shelby,TN,37179,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455700,Square,High,"Population: 916,371"
TN-SHE-0117,Memphis Cafe,David Smith,memphiscaf@yahoo.com,+1 (423) 592-7763,1883 Main St,Memphis,Shelby,TN,37380,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455709,Square,High,"Population: 916,371"
TN-SHE-0118,Memphis Kitchen,William Wilson,info@memphiskitchen.com,+1 (731) 488-6613,6844 Main St,Memphis,Shelby,TN,38147,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455718,Clover,High,"Population: 916,371"
TN-SHE-0119,Memphis Grill,Richard Lopez,info@memphisgrill.com,+1 (731) 780-7532,7053 Main St,Memphis,Shelby,TN,37171,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455726,,High,"Population: 916,371"
TN-SHE-0120,Memphis Pub,Susan Smith,memphispub@outlook.com,+1 (615) 686-5053,5610 Main St,Memphis,Shelby,TN,38149,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455735,Toast,High,"Population: 916,371"
TN-SHE-0121,Memphis Cafe,Jessica Smith,info@memphiscafe.com,+1 (615) 631-1365,9134 Main St,Memphis,Shelby,TN,37655,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455747,,Low,"Population: 916,371"
TN-SHE-0122,Memphis Coffee Co,Mary Gonzalez,memphiscof@memphiscoffeeco.com,+1 (615) 677-8093,1535 Main St,Memphis,Shelby,TN,37819,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455762,,High,"Population: 916,371"
TN-SHE-0123,Memphis Bar & Grill,John Rodriguez,info@memphisbarandgr.com,+1 (615) 628-9887,1133 Main St,Memphis,Shelby,TN,37901,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455771,,High,"Population: 916,371"
TN-SHE-0124,Memphis Coffee Co,James Garcia,info@memphiscoffeeco.com,+1 (931) 763-1140,5823 Main St,Memphis,Shelby,TN,38271,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455779,Toast,Medium,"Population: 916,371"
TN-SHE-0125,Memphis Eatery,William Wilson,info@memphiseatery.com,+1 (423) 704-5018,8763 Main St,Memphis,Shelby,TN,38406,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455788,Aloha,High,"Population: 916,371"
TN-SHE-0126,Memphis Pub,Susan Martinez,memphispub@memphispub.com,+1 (931) 436-1111,394 Main St,Memphis,Shelby,TN,37257,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455798,,Low,"Population: 916,371"
TN-SHE-0127,Memphis Coffee Co,Mary Lopez,info@memphiscoffeeco.com,+1 (731) 359-3568,6093 Main St,Memphis,Shelby,TN,37364,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455807,Clover,Low,"Population: 916,371"
TN-SHE-0128,Memphis Kitchen,Joseph Garcia,info@memphiskitchen.com,+1 (931) 313-5124,1983 Main St,Memphis,Shelby,TN,37884,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455816,Clover,High,"Population: 916,371"
TN-SHE-0129,Memphis Coffee Co,William Hernandez,memphiscof@memphiscoffeeco.com,+1 (629) 983-4571,4558 Main St,Memphis,Shelby,TN,37824,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455825,,Medium,"Population: 916,371"
TN-SHE-0130,Memphis Pub,Jessica Miller,info@memphispub.com,+1 (629) 802-3479,825 Main St,Memphis,Shelby,TN,37007,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455840,Square,High,"Population: 916,371"
TN-SHE-0131,Memphis Eatery,William Brown,memphiseat@gmail.com,+1 (615) 414-2565,4991 Main St,Memphis,Shelby,TN,37411,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455849,Square,Low,"Population: 916,371"
TN-SHE-0132,Memphis Kitchen,David Rodriguez,memphiskit@gmail.com,+1 (423) 167-5074,8058 Main St,Memphis,Shelby,TN,37591,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455861,,Low,"Population: 916,371"
TN-SHE-0133,Memphis Coffee Co,Mary Martinez,info@memphiscoffeeco.com,+1 (931) 948-9635,553 Main St,Memphis,Shelby,TN,37880,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455870,Clover,Low,"Population: 916,371"
TN-SHE-0134,Memphis Kitchen,William Brown,info@memphiskitchen.com,+1 (901) 470-7856,8331 Main St,Memphis,Shelby,TN,37399,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455879,Square,Medium,"Population: 916,371"
TN-SHE-0135,Memphis Cafe,Richard Jones,memphiscaf@gmail.com,+1 (931) 921-5321,3169 Main St,Memphis,Shelby,TN,38480,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455888,,High,"Population: 916,371"
TN-SHE-0136,Memphis Pub,John Miller,info@memphispub.com,+1 (423) 854-5101,5566 Main St,Memphis,Shelby,TN,38153,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455896,Square,High,"Population: 916,371"
TN-SHE-0137,Memphis Kitchen,Susan Jones,memphiskit@outlook.com,+1 (615) 801-2040,7189 Main St,Memphis,Shelby,TN,37572,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455905,,High,"Population: 916,371"
TN-SHE-0138,Memphis Pub,Linda Wilson,memphispub@memphispub.com,+1 (423) 339-3744,6145 Main St,Memphis,Shelby,TN,37015,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455917,Square,Low,"Population: 916,371"
TN-SHE-0139,Memphis Pub,Richard Anderson,info@memphispub.com,+1 (731) 775-9650,5957 Main St,Memphis,Shelby,TN,37499,Bar,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Bar",2026-04-29T20:55:45.455926,,Medium,"Population: 916,371"
TN-SHE-0140,Memphis Eatery,Robert Smith,memphiseat@yahoo.com,+1 (901) 406-1108,3218 Main St,Memphis,Shelby,TN,38415,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455935,Toast,Medium,"Population: 916,371"
TN-SHE-0141,Memphis Bistro,James Williams,info@memphisbistro.com,+1 (423) 305-7939,6959 Main St,Memphis,Shelby,TN,37790,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455944,,Medium,"Population: 916,371"
TN-SHE-0142,Memphis Bistro,Jennifer Martinez,info@memphisbistro.com,+1 (629) 585-5218,4261 Main St,Memphis,Shelby,TN,37465,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455955,,Low,"Population: 916,371"
TN-SHE-0143,Memphis Bar & Grill,James Johnson,memphisbar@yahoo.com,+1 (629) 693-4711,282 Main St,Memphis,Shelby,TN,38070,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455964,,High,"Population: 916,371"
TN-SHE-0144,Memphis Cafe,Robert Davis,info@memphiscafe.com,+1 (629) 496-8548,2620 Main St,Memphis,Shelby,TN,37279,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455972,,Low,"Population: 916,371"
TN-SHE-0145,Memphis Eatery,David Smith,info@memphiseatery.com,+1 (629) 679-4110,4458 Main St,Memphis,Shelby,TN,38005,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.455980,Toast,Medium,"Population: 916,371"
TN-SHE-0146,Memphis Coffee Co,Robert Gonzalez,info@memphiscoffeeco.com,+1 (865) 587-6118,9287 Main St,Memphis,Shelby,TN,37956,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.455996,Aloha,Medium,"Population: 916,371"
TN-SHE-0147,Memphis Bistro,John Johnson,info@memphisbistro.com,+1 (865) 443-7652,4745 Main St,Memphis,Shelby,TN,38412,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.456005,,Medium,"Population: 916,371"
TN-SHE-0148,Memphis Eatery,Michael Smith,info@memphiseatery.com,+1 (731) 500-6393,647 Main St,Memphis,Shelby,TN,37787,Restaurant,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Restaurant",2026-04-29T20:55:45.456013,,High,"Population: 916,371"
TN-SHE-0149,Memphis Coffee Co,Patricia Hernandez,info@memphiscoffeeco.com,+1 (731) 271-4159,4802 Main St,Memphis,Shelby,TN,37911,Cafe,A,TN_Restaurant_Scraper,"Restaurant,Shelby,Cafe",2026-04-29T20:55:45.456021,Toast,Low,"Population: 916,371"
