First Name,Last Name,Email,Phone,Company,City,County,State,Country,Priority,Email_Valid,Tags,Notes,Source
Barbara,Garcia,barbara69@berkshirehathawayhs.com,(212) 841-3054,Century 21,San Antonio,N/A,TX,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 24 years, Transactions: 21, Volume: $10,948,831",CREAM_RealEstate
Robert,Thomas,robert75@homesmart.com,(843) 761-1411,Tri Pointe Homes,Columbus,N/A,OH,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 1 years, Transactions: 1, Volume: $440,832",CREAM_RealEstate
Debra,Gray,debra38@compass.com,(540) 556-1049,Century 21,San Diego,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 8 years, Transactions: 17, Volume: $5,141,164",CREAM_RealEstate
Daniel,Young,daniel.young@redfin.com,(303) 397-6777,M/I Homes,Richmond,N/A,VA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 19 years, Transactions: 42, Volume: $8,950,474",CREAM_RealEstate
Ryan,Hughes,ryanh@kw.com,(571) 270-4799,Compass,Chicago,N/A,IL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 16 years, Transactions: 30, Volume: $5,641,341",CREAM_RealEstate
Heather,Hernandez,hhernandez@elliman.com,(208) 765-6727,Zillow Premier,Los Angeles,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 3 years, Transactions: 3, Volume: $574,072",CREAM_RealEstate
Janet,Long,janetl@remax.net,(585) 602-4571,M/I Homes,San Francisco,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 37, Volume: $14,730,216",CREAM_RealEstate
Nicholas,Bennett,bennett.nicholas@outlook.com,(201) 504-4944,Century 21,Louisville,N/A,KY,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 13, Volume: $10,210,149",CREAM_RealEstate
Robert,Castillo,robert27@homesmart.com,(908) 466-5858,Tri Pointe Homes,Salt Lake City,N/A,UT,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 45, Volume: $4,054,591",CREAM_RealEstate
Ryan,Turner,rturner@compass.com,(209) 992-2955,Compass,Oklahoma City,N/A,OK,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 20 years, Transactions: 28, Volume: $11,424,704",CREAM_RealEstate
Raymond,Alvarez,raymond.alvarez@realtyonegroup.com,(831) 883-5892,Better Homes & Gardens,Los Angeles,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 36, Volume: $11,504,278",CREAM_RealEstate
Joshua,Gomez,joshua.gomez@exprealty.com,(415) 341-3493,CalAtlantic Homes,Nashville,N/A,TN,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 35, Volume: $3,211,068",CREAM_RealEstate
Janet,Diaz,jdiaz@realtyonegroup.com,(239) 365-7172,Beazer Homes,Orlando,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 11 years, Transactions: 48, Volume: $13,378,686",CREAM_RealEstate
Timothy,Cruz,tcruz@coldwellbanker.com,(912) 204-5690,Taylor Morrison,Dallas-Fort Worth,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 5, Volume: $244,140",CREAM_RealEstate
Mark,Reyes,mark60@weichert.com,(610) 778-7142,Tri Pointe Homes,Jacksonville,N/A,FL,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 8 years, Transactions: 49, Volume: $5,746,468",CREAM_RealEstate
Brian,Torres,torres.brian@hotmail.com,(870) 854-3030,Compass,Denver,N/A,CO,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 49, Volume: $8,032,631",CREAM_RealEstate
Nancy,Price,nancyp@kw.com,(570) 660-1571,Nest Seekers,St. Louis,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 23, Volume: $10,754,846",CREAM_RealEstate
Andrew,Lee,andrewl@coldwellbanker.com,(315) 710-4519,Zillow Premier,St. Louis,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 5, Volume: $177,256",CREAM_RealEstate
Nancy,Wood,nancyw@realtyonegroup.com,(754) 720-1438,Sotheby's,San Francisco,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 21, Volume: $6,317,823",CREAM_RealEstate
Michael,Harris,harris.michael@homesmart.com,(206) 265-3298,Weichert,Richmond,N/A,VA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 34, Volume: $8,566,023",CREAM_RealEstate
Gary,Martin,gmartin@realtor.com,(626) 812-1916,LGI Homes,Jacksonville,N/A,FL,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 19, Volume: $4,492,591",CREAM_RealEstate
Justin,Morales,justin.morales@elliman.com,(975) 286-1630,Redfin,Albuquerque,N/A,NM,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 38, Volume: $5,015,006",CREAM_RealEstate
Melissa,Smith,msmith@weichert.com,(732) 576-3066,Douglas Elliman,Atlanta,N/A,GA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 4 years, Transactions: 14, Volume: $767,487",CREAM_RealEstate
Heather,Reyes,reyes.heather@coldwellbanker.com,(660) 500-5085,Toll Brothers,San Jose,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 27, Volume: $5,946,362",CREAM_RealEstate
Amy,Hughes,amyh@exprealty.com,(818) 502-7960,Nest Seekers,Austin,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 8 years, Transactions: 50, Volume: $10,243,845",CREAM_RealEstate
Helen,Thomas,helen.thomas@gmail.com,(214) 525-4528,Taylor Morrison,Miami,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 25 years, Transactions: 14, Volume: $6,883,679",CREAM_RealEstate
Nicole,Ward,nward@homesmart.com,(623) 725-1568,Beazer Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 49, Volume: $3,021,052",CREAM_RealEstate
Janet,Gray,gray.janet@weichert.com,(386) 314-7575,eXp Realty,Detroit,N/A,MI,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 29, Volume: $7,082,230",CREAM_RealEstate
Patrick,Castillo,castillo.patrick@redfin.com,(248) 551-1143,Toll Brothers,Portland,N/A,OR,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 11, Volume: $4,265,396",CREAM_RealEstate
Rebecca,Johnson,rebecca9@yahoo.com,(518) 397-7156,Douglas Elliman,Salt Lake City,N/A,UT,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 4 years, Transactions: 14, Volume: $1,917,578",CREAM_RealEstate
Katherine,Cruz,kcruz@sothebysrealty.com,(401) 518-4052,Keller Williams,Phoenix,N/A,AZ,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 1, Volume: $178,894",CREAM_RealEstate
Cynthia,Gomez,cgomez@redfin.com,(865) 207-1034,Lennar,Indianapolis,N/A,IN,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 24 years, Transactions: 41, Volume: $11,786,829",CREAM_RealEstate
Thomas,Ramos,ramos.thomas@homesmart.com,(734) 955-8706,Coldwell Banker,Orlando,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 1 years, Transactions: 4, Volume: $457,863",CREAM_RealEstate
Sarah,Wilson,wilson.sarah@gmail.com,(806) 537-5825,United Real Estate,Nashville,N/A,TN,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 25 years, Transactions: 29, Volume: $11,116,208",CREAM_RealEstate
Karen,Reed,karenr@berkshirehathawayhs.com,(225) 476-9418,D.R. Horton,Philadelphia,N/A,PA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 24 years, Transactions: 42, Volume: $6,602,661",CREAM_RealEstate
Lisa,Cooper,lisa.cooper@kw.com,(434) 272-6705,Meritage Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 20 years, Transactions: 47, Volume: $12,114,157",CREAM_RealEstate
Mary,Evans,mary40@century21.com,(253) 786-7246,Compass,Dallas-Fort Worth,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 11, Volume: $9,517,082",CREAM_RealEstate
Kathleen,Gonzalez,kathleen53@coldwellbanker.com,(319) 400-8649,CalAtlantic Homes,Detroit,N/A,MI,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 7 years, Transactions: 34, Volume: $12,037,094",CREAM_RealEstate
Samantha,Anderson,samantha.anderson@century21.com,(301) 943-4282,Keller Williams,San Diego,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 15 years, Transactions: 23, Volume: $6,386,094",CREAM_RealEstate
Angela,Myers,myers.angela@outlook.com,(828) 652-4935,ERA,Sacramento,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 5 years, Transactions: 18, Volume: $5,192,962",CREAM_RealEstate
Elizabeth,Castillo,ecastillo@sothebysrealty.com,(937) 549-9702,D.R. Horton,Portland,N/A,OR,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 7 years, Transactions: 35, Volume: $10,735,825",CREAM_RealEstate
Kimberly,Ward,ward.kimberly@kw.com,(401) 964-9719,Zillow Premier,Sacramento,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 25 years, Transactions: 18, Volume: $9,974,670",CREAM_RealEstate
Edward,Brown,edward15@gmail.com,(301) 454-6833,United Real Estate,St. Louis,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 35, Volume: $11,491,125",CREAM_RealEstate
Daniel,Kelly,kelly.daniel@remax.net,(409) 208-5269,Beazer Homes,Dallas-Fort Worth,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 9 years, Transactions: 48, Volume: $3,773,499",CREAM_RealEstate
Jacob,Anderson,jacob75@realtor.com,(360) 817-5452,Ryan Homes,Albuquerque,N/A,NM,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 4 years, Transactions: 13, Volume: $1,757,029",CREAM_RealEstate
Gregory,Reed,gregory.reed@homesmart.com,(231) 774-9820,Ryan Homes,Salt Lake City,N/A,UT,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 37, Volume: $3,456,155",CREAM_RealEstate
Helen,Mitchell,helen.mitchell@homesmart.com,(913) 300-5272,KB Home,Riverside,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 3 years, Transactions: 6, Volume: $1,278,586",CREAM_RealEstate
Christine,Ramirez,cramirez@sothebysrealty.com,(339) 317-7558,ERA,San Jose,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 16, Volume: $13,160,440",CREAM_RealEstate
Michael,Collins,mcollins@remax.net,(434) 598-6108,Lennar,Nashville,N/A,TN,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 5 years, Transactions: 25, Volume: $12,131,028",CREAM_RealEstate
Jonathan,Rogers,jonathan.rogers@redfin.com,(684) 960-7604,D.R. Horton,Baton Rouge,N/A,LA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 23 years, Transactions: 31, Volume: $11,163,613",CREAM_RealEstate
Jeffrey,Walker,jeffreyw@berkshirehathawayhs.com,(509) 738-5864,Sotheby's,Tucson,N/A,AZ,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 25 years, Transactions: 24, Volume: $10,036,180",CREAM_RealEstate
Catherine,Morales,cmorales@outlook.com,(262) 987-2217,Pulte Homes,Philadelphia,N/A,PA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 9 years, Transactions: 26, Volume: $11,662,668",CREAM_RealEstate
Kathleen,Cruz,kathleen.cruz@coldwellbanker.com,(910) 208-4472,CalAtlantic Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 25, Volume: $1,606,263",CREAM_RealEstate
Amanda,Lewis,amanda71@coldwellbanker.com,(572) 819-8588,Realty One Group,Denver,N/A,CO,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 1, Volume: $430,706",CREAM_RealEstate
Daniel,Price,daniel75@compass.com,(816) 522-8568,Realty One Group,Philadelphia,N/A,PA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 30, Volume: $10,501,546",CREAM_RealEstate
Anthony,Rivera,anthony.rivera@hotmail.com,(707) 515-1885,Keller Williams,Columbus,N/A,OH,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 43, Volume: $10,918,168",CREAM_RealEstate
John,Young,young.john@sothebysrealty.com,(605) 676-2717,Taylor Morrison,Indianapolis,N/A,IN,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 7 years, Transactions: 24, Volume: $7,323,069",CREAM_RealEstate
Samuel,Gomez,sgomez@elliman.com,(925) 522-4079,Beazer Homes,Los Angeles,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 41, Volume: $9,795,815",CREAM_RealEstate
Samuel,Chavez,samuel.chavez@elliman.com,(274) 214-9483,Nest Seekers,Salt Lake City,N/A,UT,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 20 years, Transactions: 28, Volume: $6,188,492",CREAM_RealEstate
Jack,White,jack.white@sothebysrealty.com,(475) 259-3600,Pulte Homes,Las Vegas,N/A,NV,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 23 years, Transactions: 43, Volume: $14,370,177",CREAM_RealEstate
George,Kim,george85@homesmart.com,(430) 397-4468,Meritage Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 36, Volume: $4,800,263",CREAM_RealEstate
Rebecca,Brown,rebeccab@coldwellbanker.com,(901) 238-7827,Tri Pointe Homes,Reno,N/A,NV,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 46, Volume: $14,795,540",CREAM_RealEstate
Aaron,Taylor,aaront@realtyonegroup.com,(843) 350-3211,United Real Estate,Cincinnati,N/A,OH,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 45, Volume: $5,777,407",CREAM_RealEstate
Steven,Lee,steven.lee@realtyonegroup.com,(712) 914-7318,Ryan Homes,San Antonio,N/A,TX,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 2, Volume: $25,402",CREAM_RealEstate
Steven,Cox,steven.cox@remax.net,(312) 845-2351,Tri Pointe Homes,Baton Rouge,N/A,LA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 16 years, Transactions: 34, Volume: $5,040,298",CREAM_RealEstate
Brian,Morris,morris.brian@homesmart.com,(864) 979-2391,Lennar,Tucson,N/A,AZ,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 8 years, Transactions: 50, Volume: $5,216,483",CREAM_RealEstate
Anna,Brown,brown.anna@realtyonegroup.com,(321) 882-7677,KB Home,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 3 years, Transactions: 13, Volume: $1,654,305",CREAM_RealEstate
Ronald,Howard,rhoward@yahoo.com,(770) 652-1725,ERA,Memphis,N/A,TN,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 42, Volume: $9,319,689",CREAM_RealEstate
Emily,Allen,emily.allen@elliman.com,(320) 958-6688,Berkshire Hathaway,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 11 years, Transactions: 27, Volume: $12,089,135",CREAM_RealEstate
Maria,Watson,mwatson@elliman.com,(623) 532-4099,M/I Homes,Boise,N/A,ID,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 11, Volume: $5,714,408",CREAM_RealEstate
Dennis,Miller,dennism@exprealty.com,(409) 657-9479,D.R. Horton,Memphis,N/A,TN,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 25 years, Transactions: 10, Volume: $8,038,820",CREAM_RealEstate
Patrick,King,pking@sothebysrealty.com,(704) 968-3695,Realty One Group,Atlanta,N/A,GA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 26, Volume: $11,983,678",CREAM_RealEstate
Jerry,Green,jerry.green@weichert.com,(229) 268-8831,Keller Williams,Columbus,N/A,OH,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 15, Volume: $11,324,851",CREAM_RealEstate
Deborah,Kim,deborahk@outlook.com,(970) 752-6240,United Real Estate,Miami,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 11 years, Transactions: 24, Volume: $9,619,106",CREAM_RealEstate
Edward,Anderson,edward.anderson@elliman.com,(334) 396-9781,Taylor Morrison,Detroit,N/A,MI,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 1 years, Transactions: 3, Volume: $130,392",CREAM_RealEstate
Anna,Jackson,anna74@remax.net,(208) 234-1582,Pulte Homes,New Orleans,N/A,LA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 35, Volume: $5,570,386",CREAM_RealEstate
Heather,Johnson,hjohnson@compass.com,(772) 631-2227,Sotheby's,Miami,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 41, Volume: $14,155,256",CREAM_RealEstate
Gary,Thomas,gary42@sothebysrealty.com,(601) 667-1518,United Real Estate,Boston,N/A,MA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 45, Volume: $11,376,059",CREAM_RealEstate
Ronald,Ortiz,rortiz@coldwellbanker.com,(580) 346-1234,ERA,Dallas-Fort Worth,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 49, Volume: $11,584,143",CREAM_RealEstate
Steven,Cook,steven2@sothebysrealty.com,(947) 897-9088,Coldwell Banker,Albuquerque,N/A,NM,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 16, Volume: $11,829,956",CREAM_RealEstate
Christopher,Perez,christopher.perez@compass.com,(220) 892-5668,Beazer Homes,Raleigh,N/A,NC,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 19 years, Transactions: 50, Volume: $13,123,242",CREAM_RealEstate
Katherine,Morales,katherinem@redfin.com,(623) 699-2537,eXp Realty,Milwaukee,N/A,WI,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 19 years, Transactions: 36, Volume: $11,925,245",CREAM_RealEstate
Emily,Gonzalez,emilyg@hotmail.com,(775) 833-5908,Zillow Premier,Louisville,N/A,KY,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 48, Volume: $3,694,956",CREAM_RealEstate
Kevin,Wilson,kevin.wilson@remax.net,(626) 648-1638,NVR,Raleigh,N/A,NC,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 37, Volume: $8,577,582",CREAM_RealEstate
Stephen,Kim,kim.stephen@gmail.com,(810) 263-6114,Lennar,Chicago,N/A,IL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 19, Volume: $11,688,227",CREAM_RealEstate
Deborah,Jackson,jackson.deborah@coldwellbanker.com,(725) 968-2707,Taylor Morrison,Houston,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 20, Volume: $6,216,673",CREAM_RealEstate
Ruth,Lopez,rlopez@realtyonegroup.com,(360) 562-4142,Sotheby's,Raleigh,N/A,NC,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 3 years, Transactions: 3, Volume: $1,774,281",CREAM_RealEstate
Joshua,Allen,jallen@exprealty.com,(615) 607-1471,Pulte Homes,Memphis,N/A,TN,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 2 years, Transactions: 6, Volume: $1,243,124",CREAM_RealEstate
Anthony,Turner,turner.anthony@berkshirehathawayhs.com,(704) 892-8241,KB Home,Los Angeles,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 32, Volume: $9,043,767",CREAM_RealEstate
Jeffrey,Flores,jeffrey84@redfin.com,(615) 574-4199,Toll Brothers,Baltimore,N/A,MD,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 2, Volume: $175,218",CREAM_RealEstate
Aaron,Lopez,lopez.aaron@redfin.com,(947) 334-5421,KB Home,Denver,N/A,CO,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 11 years, Transactions: 45, Volume: $7,301,337",CREAM_RealEstate
Susan,Johnson,susan.johnson@exprealty.com,(832) 878-8297,eXp Realty,Chicago,N/A,IL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 9 years, Transactions: 13, Volume: $3,224,668",CREAM_RealEstate
Kevin,Martinez,kevin.martinez@coldwellbanker.com,(206) 739-6233,Compass,Phoenix,N/A,AZ,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 9 years, Transactions: 33, Volume: $8,360,304",CREAM_RealEstate
Elizabeth,Cruz,elizabeth85@compass.com,(562) 399-4449,KB Home,Boston,N/A,MA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 21, Volume: $3,645,020",CREAM_RealEstate
Melissa,Stewart,melissas@coldwellbanker.com,(918) 831-8053,Redfin,San Francisco,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 7 years, Transactions: 15, Volume: $2,326,255",CREAM_RealEstate
Steven,Gomez,gomez.steven@realtyonegroup.com,(810) 894-2147,HomeSmart,Orlando,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 45, Volume: $3,859,558",CREAM_RealEstate
Jacob,Clark,jacobc@yahoo.com,(872) 333-5964,KB Home,Las Vegas,N/A,NV,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 8 years, Transactions: 24, Volume: $7,128,809",CREAM_RealEstate
Jason,Reed,jasonr@sothebysrealty.com,(801) 474-1417,LGI Homes,Indianapolis,N/A,IN,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 34, Volume: $7,956,169",CREAM_RealEstate
Jennifer,Jones,jennifer.jones@hotmail.com,(214) 378-8309,Ryan Homes,Oklahoma City,N/A,OK,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 1 years, Transactions: 3, Volume: $338,877",CREAM_RealEstate
Jerry,Martinez,jerry93@century21.com,(267) 385-5848,United Real Estate,Jacksonville,N/A,FL,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 15 years, Transactions: 14, Volume: $7,847,060",CREAM_RealEstate
Katherine,Castillo,katherine.castillo@hotmail.com,(248) 751-1280,Zillow Premier,Cincinnati,N/A,OH,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 20, Volume: $4,005,660",CREAM_RealEstate
John,Edwards,jedwards@coldwellbanker.com,(623) 515-7780,Berkshire Hathaway,Los Angeles,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 5 years, Transactions: 12, Volume: $11,732,955",CREAM_RealEstate
Andrew,Ramos,ramos.andrew@redfin.com,(909) 295-6298,Tri Pointe Homes,Albuquerque,N/A,NM,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 3 years, Transactions: 15, Volume: $885,005",CREAM_RealEstate
Brian,Taylor,brian98@berkshirehathawayhs.com,(858) 359-4359,Ryan Homes,Austin,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 42, Volume: $2,471,601",CREAM_RealEstate
Jessica,Cooper,jessica.cooper@weichert.com,(215) 789-9900,HomeSmart,Jacksonville,N/A,FL,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 25, Volume: $14,433,266",CREAM_RealEstate
Daniel,Harris,dharris@weichert.com,(817) 623-2966,Tri Pointe Homes,Reno,N/A,NV,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 16 years, Transactions: 27, Volume: $1,748,746",CREAM_RealEstate
Gary,Turner,garyt@compass.com,(254) 302-1221,D.R. Horton,Cincinnati,N/A,OH,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 4, Volume: $85,678",CREAM_RealEstate
Nicole,Rivera,nicole.rivera@sothebysrealty.com,(770) 979-6893,Better Homes & Gardens,Charlotte,N/A,NC,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 2, Volume: $91,108",CREAM_RealEstate
Cynthia,Gomez,cynthia56@coldwellbanker.com,(831) 505-3480,D.R. Horton,Tampa,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 41, Volume: $8,605,443",CREAM_RealEstate
Edward,Clark,edwardc@redfin.com,(724) 256-4390,United Real Estate,Charlotte,N/A,NC,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 40, Volume: $3,996,954",CREAM_RealEstate
Patricia,Wood,patricia85@elliman.com,(773) 781-9148,NVR,Orlando,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 10, Volume: $8,698,752",CREAM_RealEstate
Deborah,Kim,kim.deborah@berkshirehathawayhs.com,(830) 458-1781,Redfin,San Francisco,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 23 years, Transactions: 38, Volume: $3,132,483",CREAM_RealEstate
Nancy,Gray,nancy33@realtyonegroup.com,(417) 284-2900,Taylor Morrison,Tampa,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 21, Volume: $8,506,329",CREAM_RealEstate
William,Rodriguez,william65@berkshirehathawayhs.com,(725) 521-5534,M/I Homes,Boise,N/A,ID,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 45, Volume: $7,039,219",CREAM_RealEstate
Donald,Rogers,donaldr@realtor.com,(734) 268-6894,HomeSmart,Chicago,N/A,IL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 41, Volume: $14,836,344",CREAM_RealEstate
