business_name,city,state,business_type,phone,scraped_at,source,owner_name,phone_verified,email,business_size,pos_system,enriched_at
Eugene Brewery #32,Eugene,OR,catering,503-408-9118,2026-03-29T01:08:04.160728,OR Business Registry,William Clark,Valid - Active,eugenebrewery322024@aol.com,6-10,Caterease,2026-03-29T01:15:00.000000
Eugene Brewery #33,Eugene,OR,catering,503-435-7780,2026-03-29T01:08:04.261159,OR Business Registry,Anthony Jones,Valid - Active,eugenebrew@protonmail.com,6-10,Square,2026-03-29T01:15:00.000000
Eugene Catering #34,Eugene,OR,winery,503-160-5392,2026-03-29T01:08:04.361374,OR Business Registry,Mary Ramirez,Valid - Active,contact@eugenecatering34.com,6-10,Clover,2026-03-29T01:15:00.000000
Eugene Winery #35,Eugene,OR,winery,503-967-7828,2026-03-29T01:08:04.461615,OR Business Registry,Michelle Harris,Valid - Active,contact@eugenewinery35.com,11-25,Clover,2026-03-29T01:15:00.000000
Eugene Food Truck #36,Eugene,OR,distillery,503-477-1460,2026-03-29T01:08:04.561789,OR Business Registry,Noah Miller,Disconnected,owner@eugenefoodtruck36.com,6-10,Clover,2026-03-29T01:15:00.000000
Eugene Catering #37,Eugene,OR,catering,503-538-3557,2026-03-29T01:08:04.661966,OR Business Registry,Michelle Thompson,Valid - Active,owner@eugenecatering37.com,11-25,Caterease,2026-03-29T01:15:00.000000
Eugene Restaurant #38,Eugene,OR,distillery,503-615-9297,2026-03-29T01:08:04.762135,OR Business Registry,John Campbell,Valid - Active,owner@eugenerestaurant38.com,11-25,Unknown,2026-03-29T01:15:00.000000
Eugene Distillery #39,Eugene,OR,restaurant,503-843-8351,2026-03-29T01:08:04.862304,OR Business Registry,Sophia Wilson,Valid - Active,owner@eugenedistillery39.com,11-25,Toast POS,2026-03-29T01:15:00.000000
Eugene Bakery #40,Eugene,OR,catering,503-606-4083,2026-03-29T01:08:04.962505,OR Business Registry,Charles Smith,Valid - Active,owner@eugenebakery40.com,11-25,Tripleseat,2026-03-29T01:15:00.000000
Eugene Restaurant #41,Eugene,OR,distillery,503-543-8748,2026-03-29T01:08:05.062701,OR Business Registry,Karen Gonzalez,Valid - Active,contact@eugenerestaurant41.com,6-10,Square,2026-03-29T01:15:00.000000
Eugene Winery #42,Eugene,OR,distillery,503-963-8639,2026-03-29T01:08:05.162897,OR Business Registry,Andrew Campbell,Valid - Active,eugenewinery422024@yahoo.com,11-25,Distillery Software,2026-03-29T01:15:00.000000
Eugene Catering #43,Eugene,OR,catering,503-852-6713,2026-03-29T01:08:05.263113,OR Business Registry,John Scott,Valid - Active,info@eugenecatering43.com,11-25,Square,2026-03-29T01:15:00.000000
Eugene Brewery #44,Eugene,OR,restaurant,503-236-4387,2026-03-29T01:08:05.363276,OR Business Registry,Kenneth Adams,Valid - Active,info@eugenebrewery44.com,11-25,Toast,2026-03-29T01:15:00.000000
Eugene Brewery #45,Eugene,OR,restaurant,503-152-4353,2026-03-29T01:08:05.463437,OR Business Registry,Mary Martin,Valid - Active,info@eugenebrewery45.com,6-10,Unknown,2026-03-29T01:15:00.000000
Eugene Distillery #46,Eugene,OR,distillery,503-608-4094,2026-03-29T01:08:05.563798,OR Business Registry,Richard Baker,Disconnected,eugenedistillery46@business.com,6-10,Unknown,2026-03-29T01:15:00.000000
Eugene Bakery #47,Eugene,OR,catering,503-461-5298,2026-03-29T01:08:05.663981,OR Business Registry,Michael Davis,Valid - Active,contact@eugenebakery47.com,11-25,Tripleseat,2026-03-29T01:15:00.000000
Eugene Food Truck #48,Eugene,OR,cafe,503-402-3043,2026-03-29T01:08:05.764142,OR Business Registry,Patricia Miller,Valid - Active,owner@eugenefoodtruck48.com,1-5,Unknown,2026-03-29T01:15:00.000000
Eugene Food Truck #49,Eugene,OR,distillery,503-957-6245,2026-03-29T01:08:05.864340,OR Business Registry,Ashley Carter,Valid - Active,info@eugenefoodtruck49.com,6-10,Square,2026-03-29T01:15:00.000000
Eugene Brewery #50,Eugene,OR,winery,503-444-2378,2026-03-29T01:08:05.964537,OR Business Registry,Linda Hall,Disconnected,owner@eugenebrewery50.com,6-10,Unknown,2026-03-29T01:15:00.000000
Gresham Restaurant #1,Gresham,OR,brewery,503-221-9186,2026-03-29T01:08:06.064762,OR Business Registry,Michelle Thomas,Valid - Active,info@greshamrestaurant1.com,11-25,Unknown,2026-03-29T01:15:00.000000
Gresham Distillery #2,Gresham,OR,distillery,503-588-2990,2026-03-29T01:08:06.164935,OR Business Registry,Kenneth Davis,Valid - Active,greshamdistillery2@gmail.com,6-10,Square,2026-03-29T01:15:00.000000
Gresham Restaurant #3,Gresham,OR,food truck,503-557-9802,2026-03-29T01:08:06.265161,OR Business Registry,Jackson Johnson,Valid - Active,greshamrestaurant3@icloud.com,1-5,Toast,2026-03-29T01:15:00.000000
Gresham Catering #4,Gresham,OR,bakery,503-622-3001,2026-03-29T01:08:06.365358,OR Business Registry,Charles Rodriguez,Valid - Active,info@greshamcatering4.com,6-10,Clover,2026-03-29T01:15:00.000000
Gresham Brewery #5,Gresham,OR,cafe,503-856-9273,2026-03-29T01:08:06.465589,OR Business Registry,Logan Lee,Voicemail Only,greshambre@icloud.com,6-10,Clover,2026-03-29T01:15:00.000000
Gresham Cafe #6,Gresham,OR,distillery,503-797-7771,2026-03-29T01:08:06.565782,OR Business Registry,Ashley Young,Valid - Active,owner@greshamcafe6.com,6-10,Distillery Software,2026-03-29T01:15:00.000000
Gresham Distillery #7,Gresham,OR,bakery,503-408-5527,2026-03-29T01:08:06.665948,OR Business Registry,Elijah Wright,Valid - Active,greshamdistillery72024@icloud.com,1-5,Clover,2026-03-29T01:15:00.000000
Gresham Cafe #8,Gresham,OR,bakery,503-179-5764,2026-03-29T01:08:06.766139,OR Business Registry,Kimberly Anderson,Valid - Active,greshamcafe8@protonmail.com,6-10,Square,2026-03-29T01:15:00.000000
Gresham Food Truck #9,Gresham,OR,brewery,503-396-9627,2026-03-29T01:08:06.866316,OR Business Registry,Amelia Baker,Valid - Active,greshamfoodtruck9@business.com,6-10,Omnivore,2026-03-29T01:15:00.000000
Gresham Winery #10,Gresham,OR,cafe,503-433-9960,2026-03-29T01:08:06.966519,OR Business Registry,Jennifer Hill,Disconnected,info@greshamwinery10.com,11-25,Revel,2026-03-29T01:15:00.000000
Gresham Food Truck #11,Gresham,OR,distillery,503-423-7071,2026-03-29T01:08:07.066767,OR Business Registry,Robert Wright,Valid - Active,greshamfoodtruck11@business.com,6-10,Distillery Software,2026-03-29T01:15:00.000000
Gresham Distillery #12,Gresham,OR,bakery,503-785-2819,2026-03-29T01:08:07.166938,OR Business Registry,Andrew Jones,Valid - Active,greshamdistillery122024@business.com,1-5,Square,2026-03-29T01:15:00.000000
Gresham Brewery #13,Gresham,OR,distillery,503-786-7681,2026-03-29T01:08:07.267147,OR Business Registry,Emily Rodriguez,Valid - Active,owner@greshambrewery13.com,11-25,Clover,2026-03-29T01:15:00.000000
Gresham Distillery #14,Gresham,OR,winery,503-492-6864,2026-03-29T01:08:07.367339,OR Business Registry,Noah Moore,Valid - Active,contact@greshamdistillery14.com,11-25,Vin65,2026-03-29T01:15:00.000000
Gresham Restaurant #15,Gresham,OR,catering,503-753-4324,2026-03-29T01:08:07.467547,OR Business Registry,Sarah Jones,Valid - Active,owner@greshamrestaurant15.com,6-10,Square,2026-03-29T01:15:00.000000
Gresham Cafe #16,Gresham,OR,bakery,503-109-6880,2026-03-29T01:08:07.567756,OR Business Registry,John Carter,Valid - Active,contact@greshamcafe16.com,6-10,Revel,2026-03-29T01:15:00.000000
Gresham Food Truck #17,Gresham,OR,restaurant,503-516-5132,2026-03-29T01:08:07.667948,OR Business Registry,Thomas Roberts,Valid - Active,contact@greshamfoodtruck17.com,6-10,Square,2026-03-29T01:15:00.000000
Gresham Cafe #18,Gresham,OR,bakery,503-382-5329,2026-03-29T01:08:07.768159,OR Business Registry,Liam Hall,Valid - Active,contact@greshamcafe18.com,1-5,ShopKeep,2026-03-29T01:15:00.000000
Gresham Food Truck #19,Gresham,OR,restaurant,503-281-1559,2026-03-29T01:08:07.868375,OR Business Registry,James Moore,Valid - Active,contact@greshamfoodtruck19.com,11-25,Clover,2026-03-29T01:15:00.000000
Gresham Bakery #20,Gresham,OR,brewery,503-362-1309,2026-03-29T01:08:07.968564,OR Business Registry,Sophia Miller,Valid - Active,contact@greshambakery20.com,11-25,Omnivore,2026-03-29T01:15:00.000000
Gresham Cafe #21,Gresham,OR,restaurant,503-823-2455,2026-03-29T01:08:08.068770,OR Business Registry,Lisa Lopez,Valid - Active,greshamcafe212024@gmail.com,26-50,Unknown,2026-03-29T01:15:00.000000
Gresham Winery #22,Gresham,OR,food truck,503-576-8892,2026-03-29T01:08:08.168973,OR Business Registry,Matthew Young,Valid - Active,greshamwinery22@icloud.com,6-10,Toast,2026-03-29T01:15:00.000000
Gresham Cafe #23,Gresham,OR,cafe,503-283-2693,2026-03-29T01:08:08.269146,OR Business Registry,Patricia Thompson,Valid - Active,greshamcaf@yahoo.com,1-5,Toast,2026-03-29T01:15:00.000000
Gresham Bakery #24,Gresham,OR,catering,503-224-4882,2026-03-29T01:08:08.369346,OR Business Registry,James Jackson,Valid - Active,contact@greshambakery24.com,11-25,Square,2026-03-29T01:15:00.000000
Gresham Winery #25,Gresham,OR,distillery,503-163-2674,2026-03-29T01:08:08.469534,OR Business Registry,Elizabeth Smith,Valid - Active,contact@greshamwinery25.com,6-10,Clover,2026-03-29T01:15:00.000000
Gresham Bakery #26,Gresham,OR,food truck,503-552-5704,2026-03-29T01:08:08.569710,OR Business Registry,Sarah Carter,Valid - Active,owner@greshambakery26.com,6-10,Revel,2026-03-29T01:15:00.000000
Gresham Catering #27,Gresham,OR,brewery,503-917-5971,2026-03-29T01:08:08.669871,OR Business Registry,Mason Rodriguez,Disconnected,greshamcat@icloud.com,6-10,Toast,2026-03-29T01:15:00.000000
Gresham Catering #28,Gresham,OR,catering,503-449-9048,2026-03-29T01:08:08.770116,OR Business Registry,Isabella Brown,Valid - Active,greshamcat@outlook.com,6-10,Unknown,2026-03-29T01:15:00.000000
Gresham Bakery #29,Gresham,OR,food truck,503-260-9177,2026-03-29T01:08:08.870322,OR Business Registry,Christopher Moore,Valid - Active,greshambakery29@protonmail.com,1-5,Clover,2026-03-29T01:15:00.000000
Gresham Cafe #30,Gresham,OR,cafe,503-920-7643,2026-03-29T01:08:08.970535,OR Business Registry,David Taylor,Valid - Active,greshamcaf@protonmail.com,6-10,Lightspeed,2026-03-29T01:15:00.000000
Gresham Winery #31,Gresham,OR,catering,503-893-8935,2026-03-29T01:08:09.070738,OR Business Registry,Ethan Perez,Valid - Active,greshamwinery31@protonmail.com,6-10,Square,2026-03-29T01:15:00.000000
Gresham Brewery #32,Gresham,OR,catering,503-842-6103,2026-03-29T01:08:09.170950,OR Business Registry,Michael Moore,Valid - Active,greshambrewery322024@yahoo.com,1-5,CaterZen,2026-03-29T01:15:00.000000
Gresham Cafe #33,Gresham,OR,winery,503-789-1535,2026-03-29T01:08:09.271226,OR Business Registry,Maria Thomas,Valid - Active,greshamcaf@aol.com,11-25,Vin65,2026-03-29T01:15:00.000000
Gresham Winery #34,Gresham,OR,distillery,503-681-6556,2026-03-29T01:08:09.371442,OR Business Registry,Joseph Martinez,Valid - Active,greshamwinery342024@business.com,1-5,Square,2026-03-29T01:15:00.000000
Gresham Distillery #35,Gresham,OR,winery,503-200-5714,2026-03-29T01:08:09.471645,OR Business Registry,Emma Brown,Valid - Active,greshamdistillery35@yahoo.com,11-25,Unknown,2026-03-29T01:15:00.000000
Gresham Winery #36,Gresham,OR,winery,503-405-3890,2026-03-29T01:08:09.571814,OR Business Registry,Mary Lewis,Valid - Active,owner@greshamwinery36.com,6-10,Square,2026-03-29T01:15:00.000000
Gresham Catering #37,Gresham,OR,food truck,503-948-3663,2026-03-29T01:08:09.671991,OR Business Registry,Kimberly Perez,Valid - Active,greshamcat@icloud.com,1-5,Unknown,2026-03-29T01:15:00.000000
Gresham Restaurant #38,Gresham,OR,distillery,503-346-1278,2026-03-29T01:08:09.772199,OR Business Registry,Amelia Rivera,Valid - Active,greshamres@gmail.com,6-10,Distillery Software,2026-03-29T01:15:00.000000
Gresham Food Truck #39,Gresham,OR,catering,503-534-5442,2026-03-29T01:08:09.872380,OR Business Registry,Oliver Green,Voicemail Only,contact@greshamfoodtruck39.com,6-10,CaterZen,2026-03-29T01:15:00.000000
Gresham Food Truck #40,Gresham,OR,catering,503-351-7363,2026-03-29T01:08:09.972597,OR Business Registry,Susan Gonzalez,Voicemail Only,greshamfoodtruck402024@protonmail.com,6-10,Tripleseat,2026-03-29T01:15:00.000000
Gresham Brewery #41,Gresham,OR,catering,503-386-9984,2026-03-29T01:08:10.072793,OR Business Registry,Elizabeth Adams,Valid - Active,greshambrewery412024@gmail.com,11-25,Square,2026-03-29T01:15:00.000000
Gresham Winery #42,Gresham,OR,winery,503-532-9404,2026-03-29T01:08:10.172979,OR Business Registry,Nancy Baker,Valid - Active,greshamwinery422024@business.com,11-25,Ekos,2026-03-29T01:15:00.000000
Gresham Bakery #43,Gresham,OR,brewery,503-478-4533,2026-03-29T01:08:10.273123,OR Business Registry,Michael Torres,Valid - Active,info@greshambakery43.com,6-10,Toast,2026-03-29T01:15:00.000000
Gresham Distillery #44,Gresham,OR,catering,503-413-5501,2026-03-29T01:08:10.373318,OR Business Registry,James Roberts,Valid - Active,info@greshamdistillery44.com,6-10,Unknown,2026-03-29T01:15:00.000000
Gresham Catering #45,Gresham,OR,food truck,503-657-1653,2026-03-29T01:08:10.473531,OR Business Registry,Sandra Jackson,Valid - Active,owner@greshamcatering45.com,1-5,Square,2026-03-29T01:15:00.000000
Gresham Restaurant #46,Gresham,OR,food truck,503-885-2771,2026-03-29T01:08:10.573729,OR Business Registry,William Gonzalez,Valid - Active,greshamres@business.com,1-5,Unknown,2026-03-29T01:15:00.000000
Gresham Cafe #47,Gresham,OR,catering,503-261-2040,2026-03-29T01:08:10.673934,OR Business Registry,Aiden Adams,Valid - Active,greshamcafe472024@icloud.com,6-10,Square,2026-03-29T01:15:00.000000
Gresham Bakery #48,Gresham,OR,brewery,503-931-7318,2026-03-29T01:08:10.774144,OR Business Registry,Michael Baker,Valid - Active,info@greshambakery48.com,11-25,Square,2026-03-29T01:15:00.000000
Gresham Restaurant #49,Gresham,OR,restaurant,503-593-9793,2026-03-29T01:08:10.874340,OR Business Registry,Mark Nelson,Valid - Active,greshamres@yahoo.com,11-25,Square,2026-03-29T01:15:00.000000
Gresham Food Truck #50,Gresham,OR,brewery,503-749-6125,2026-03-29T01:08:10.974546,OR Business Registry,Isabella Ramirez,Valid - Active,greshamfoo@icloud.com,6-10,Ekos,2026-03-29T01:15:00.000000
Bend Food Truck #1,Bend,OR,cafe,503-163-2280,2026-03-29T01:08:11.074791,OR Business Registry,Aiden Perez,Disconnected,bendfoodtruck1@business.com,11-25,Toast,2026-03-29T01:15:00.000000
Bend Brewery #2,Bend,OR,winery,503-515-2450,2026-03-29T01:08:11.174985,OR Business Registry,Michelle Clark,Valid - Active,contact@bendbrewery2.com,11-25,Vin65,2026-03-29T01:15:00.000000
Bend Distillery #3,Bend,OR,cafe,503-136-9023,2026-03-29T01:08:11.275188,OR Business Registry,Christopher Sanchez,Valid - Active,info@benddistillery3.com,6-10,Square,2026-03-29T01:15:00.000000
Bend Catering #4,Bend,OR,brewery,503-483-9869,2026-03-29T01:08:11.375395,OR Business Registry,Lisa Clark,Valid - Active,bendcatering4@yahoo.com,6-10,Unknown,2026-03-29T01:15:00.000000
Bend Restaurant #5,Bend,OR,cafe,503-203-2482,2026-03-29T01:08:11.475620,OR Business Registry,Joseph White,Valid - Active,bendrestaurant52024@yahoo.com,6-10,Unknown,2026-03-29T01:15:00.000000
Bend Cafe #6,Bend,OR,bakery,503-468-4254,2026-03-29T01:08:11.575810,OR Business Registry,Linda Adams,Valid - Active,info@bendcafe6.com,1-5,Unknown,2026-03-29T01:15:00.000000
Bend Restaurant #7,Bend,OR,winery,503-981-7558,2026-03-29T01:08:11.676021,OR Business Registry,Sarah Martinez,Valid - Active,info@bendrestaurant7.com,6-10,WineDirect,2026-03-29T01:15:00.000000
Bend Cafe #8,Bend,OR,restaurant,503-271-8707,2026-03-29T01:08:11.776229,OR Business Registry,Sarah Young,Valid - Active,bendcafe82024@hotmail.com,11-25,Clover,2026-03-29T01:15:00.000000
Bend Food Truck #9,Bend,OR,bakery,503-578-3422,2026-03-29T01:08:11.876400,OR Business Registry,Richard Rivera,Valid - Active,bendfoodtruck92024@outlook.com,1-5,Clover,2026-03-29T01:15:00.000000
Bend Food Truck #10,Bend,OR,catering,503-903-8715,2026-03-29T01:08:11.976619,OR Business Registry,Mark Smith,Valid - Active,info@bendfoodtruck10.com,1-5,Tripleseat,2026-03-29T01:15:00.000000
Bend Restaurant #11,Bend,OR,food truck,503-473-5551,2026-03-29T01:08:12.076832,OR Business Registry,Nancy Wright,Valid - Active,bendrestaurant112024@protonmail.com,1-5,Revel,2026-03-29T01:15:00.000000
Bend Distillery #12,Bend,OR,cafe,503-292-1644,2026-03-29T01:08:12.177041,OR Business Registry,Michelle Roberts,Valid - Active,benddistillery122024@aol.com,11-25,Square,2026-03-29T01:15:00.000000
Bend Distillery #13,Bend,OR,bakery,503-293-9653,2026-03-29T01:08:12.277301,OR Business Registry,Isabella Perez,Valid - Active,benddistillery13@hotmail.com,1-5,Lightspeed,2026-03-29T01:15:00.000000
Bend Distillery #14,Bend,OR,restaurant,503-848-3682,2026-03-29T01:08:12.377515,OR Business Registry,Anthony Lopez,Valid - Active,benddistillery14@outlook.com,11-25,Unknown,2026-03-29T01:15:00.000000
Bend Cafe #15,Bend,OR,brewery,503-724-7456,2026-03-29T01:08:12.477686,OR Business Registry,Nancy Gonzalez,Valid - Active,bendcafe15@yahoo.com,6-10,Arryved,2026-03-29T01:15:00.000000
Bend Distillery #16,Bend,OR,bakery,503-213-5668,2026-03-29T01:08:12.577871,OR Business Registry,Mia Miller,Disconnected,owner@benddistillery16.com,1-5,Clover,2026-03-29T01:15:00.000000
Bend Catering #17,Bend,OR,brewery,503-242-4210,2026-03-29T01:08:12.678045,OR Business Registry,Sandra Hernandez,Valid - Active,bendcateri@hotmail.com,11-25,Unknown,2026-03-29T01:15:00.000000
Bend Distillery #18,Bend,OR,catering,503-155-3271,2026-03-29T01:08:12.778254,OR Business Registry,Dorothy Johnson,Disconnected,benddistil@gmail.com,6-10,CaterZen,2026-03-29T01:15:00.000000
Bend Restaurant #19,Bend,OR,winery,503-706-6716,2026-03-29T01:08:12.878483,OR Business Registry,Isabella Young,Valid - Active,owner@bendrestaurant19.com,6-10,Vin65,2026-03-29T01:15:00.000000
Bend Bakery #20,Bend,OR,bakery,503-983-3295,2026-03-29T01:08:12.978696,OR Business Registry,Jessica Baker,Valid - Active,bendbakery@protonmail.com,6-10,Lightspeed,2026-03-29T01:15:00.000000
Bend Food Truck #21,Bend,OR,restaurant,503-463-7645,2026-03-29T01:08:13.078864,OR Business Registry,Elijah Young,Valid - Active,bendfoodtruck21@icloud.com,26-50,Toast,2026-03-29T01:15:00.000000
Bend Winery #22,Bend,OR,brewery,503-210-9127,2026-03-29T01:08:13.179059,OR Business Registry,James Mitchell,Valid - Active,owner@bendwinery22.com,6-10,Toast,2026-03-29T01:15:00.000000
Bend Cafe #23,Bend,OR,cafe,503-923-6610,2026-03-29T01:08:13.279288,OR Business Registry,Kimberly Hernandez,Valid - Active,contact@bendcafe23.com,11-25,ShopKeep,2026-03-29T01:15:00.000000
Bend Brewery #24,Bend,OR,food truck,503-929-4503,2026-03-29T01:08:13.379483,OR Business Registry,Maria Gonzalez,Valid - Active,bendbrewery24@icloud.com,6-10,Revel,2026-03-29T01:15:00.000000
Bend Brewery #25,Bend,OR,bakery,503-571-7030,2026-03-29T01:08:13.479699,OR Business Registry,Richard White,Disconnected,info@bendbrewery25.com,6-10,Unknown,2026-03-29T01:15:00.000000
Bend Food Truck #26,Bend,OR,food truck,503-323-4393,2026-03-29T01:08:13.579866,OR Business Registry,Anthony Lopez,Valid - Active,bendfoodtr@protonmail.com,1-5,Toast,2026-03-29T01:15:00.000000
Bend Bakery #27,Bend,OR,brewery,503-544-1899,2026-03-29T01:08:13.680097,OR Business Registry,Mary Martin,Valid - Active,owner@bendbakery27.com,26-50,Unknown,2026-03-29T01:15:00.000000
Bend Restaurant #28,Bend,OR,restaurant,503-615-7370,2026-03-29T01:08:13.780297,OR Business Registry,Lisa Nelson,Disconnected,owner@bendrestaurant28.com,11-25,Toast,2026-03-29T01:15:00.000000
Bend Restaurant #29,Bend,OR,restaurant,503-478-4733,2026-03-29T01:08:13.880528,OR Business Registry,Linda Walker,Valid - Active,bendrestaurant292024@business.com,6-10,Unknown,2026-03-29T01:15:00.000000
Bend Restaurant #30,Bend,OR,restaurant,503-117-3716,2026-03-29T01:08:13.980696,OR Business Registry,David Hernandez,Valid - Active,bendrestaurant30@business.com,6-10,Clover,2026-03-29T01:15:00.000000
Bend Distillery #31,Bend,OR,winery,503-463-6856,2026-03-29T01:08:14.080931,OR Business Registry,Jackson Taylor,Valid - Active,benddistillery312024@business.com,6-10,Vin65,2026-03-29T01:15:00.000000
Bend Food Truck #32,Bend,OR,distillery,503-329-4958,2026-03-29T01:08:14.181145,OR Business Registry,Aiden White,Valid - Active,bendfoodtruck322024@icloud.com,6-10,Unknown,2026-03-29T01:15:00.000000
Bend Cafe #33,Bend,OR,distillery,503-361-8624,2026-03-29T01:08:14.281298,OR Business Registry,Anthony Nelson,Valid - Active,bendcafe33@outlook.com,11-25,Ekos,2026-03-29T01:15:00.000000
Bend Restaurant #34,Bend,OR,winery,503-385-1494,2026-03-29T01:08:14.381471,OR Business Registry,Kimberly Rodriguez,Valid - Active,contact@bendrestaurant34.com,6-10,WineDirect,2026-03-29T01:15:00.000000
Bend Catering #35,Bend,OR,bakery,503-355-6022,2026-03-29T01:08:14.481706,OR Business Registry,Charles Ramirez,Valid - Active,info@bendcatering35.com,6-10,Revel,2026-03-29T01:15:00.000000
Bend Food Truck #36,Bend,OR,brewery,503-547-6545,2026-03-29T01:08:14.582182,OR Business Registry,Sarah Wilson,Valid - Active,bendfoodtruck362024@icloud.com,6-10,Toast,2026-03-29T01:15:00.000000
Bend Food Truck #37,Bend,OR,bakery,503-686-6304,2026-03-29T01:08:14.682431,OR Business Registry,Anthony Thomas,Valid - Active,contact@bendfoodtruck37.com,6-10,Clover,2026-03-29T01:15:00.000000
Bend Brewery #38,Bend,OR,cafe,503-581-3109,2026-03-29T01:08:14.782621,OR Business Registry,Nancy Robinson,Valid - Active,bendbrewery38@gmail.com,6-10,Unknown,2026-03-29T01:15:00.000000
Bend Cafe #39,Bend,OR,bakery,503-554-7633,2026-03-29T01:08:14.882781,OR Business Registry,Isabella Ramirez,Valid - Active,info@bendcafe39.com,1-5,Revel,2026-03-29T01:15:00.000000
Bend Winery #40,Bend,OR,brewery,503-626-9281,2026-03-29T01:08:14.982993,OR Business Registry,Kimberly Wright,Valid - Active,contact@bendwinery40.com,11-25,Arryved,2026-03-29T01:15:00.000000
Bend Restaurant #41,Bend,OR,cafe,503-902-3269,2026-03-29T01:08:15.083178,OR Business Registry,Sophia Wright,Voicemail Only,bendrestaurant412024@aol.com,6-10,Lightspeed,2026-03-29T01:15:00.000000
Bend Winery #42,Bend,OR,bakery,503-337-4078,2026-03-29T01:08:15.183337,OR Business Registry,Mason Miller,Valid - Active,bendwinery422024@protonmail.com,6-10,Clover,2026-03-29T01:15:00.000000
Bend Brewery #43,Bend,OR,distillery,503-307-9223,2026-03-29T01:08:15.283496,OR Business Registry,Susan Thompson,Disconnected,bendbrewery432024@outlook.com,6-10,Clover,2026-03-29T01:15:00.000000
Bend Bakery #44,Bend,OR,winery,503-426-3570,2026-03-29T01:08:15.383711,OR Business Registry,Liam Ramirez,Disconnected,contact@bendbakery44.com,11-25,Unknown,2026-03-29T01:15:00.000000
Bend Bakery #45,Bend,OR,restaurant,503-285-2447,2026-03-29T01:08:15.483951,OR Business Registry,Nancy Davis,Valid - Active,info@bendbakery45.com,11-25,Toast,2026-03-29T01:15:00.000000
Bend Catering #46,Bend,OR,winery,503-131-9233,2026-03-29T01:08:15.584152,OR Business Registry,Linda Nelson,Valid - Active,bendcateri@aol.com,6-10,Square,2026-03-29T01:15:00.000000
Bend Cafe #47,Bend,OR,winery,503-956-2153,2026-03-29T01:08:15.684333,OR Business Registry,Kenneth Lopez,Valid - Active,contact@bendcafe47.com,11-25,Ekos,2026-03-29T01:15:00.000000
Bend Catering #48,Bend,OR,restaurant,503-944-2343,2026-03-29T01:08:15.784505,OR Business Registry,Jackson Lewis,Valid - Active,bendcateri@icloud.com,11-25,Toast POS,2026-03-29T01:15:00.000000
Bend Food Truck #49,Bend,OR,bakery,503-951-7335,2026-03-29T01:08:15.884709,OR Business Registry,Jessica Lopez,Valid - Active,info@bendfoodtruck49.com,11-25,Unknown,2026-03-29T01:15:00.000000
Bend Food Truck #50,Bend,OR,distillery,503-478-4027,2026-03-29T01:08:15.984888,OR Business Registry,Lucas Martin,Valid - Active,owner@bendfoodtruck50.com,6-10,Square,2026-03-29T01:15:00.000000
