full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
James Jimenez,James,Jimenez,jjimenez@compass.com,(502) 827-2620,Zillow Premier Agent,Detroit,MI,Detroit,MI302306,MI,8,10,2750000,84,B,B,3.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Carol Moore,Carol,Moore,carol.moore@exp.com,(414) 838-2047,Corcoran Global Living,Minneapolis,MN,Minneapolis,MN613007,MN,3,30,10500000,92,A,A,3.4,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Susan Thomas,Susan,Thomas,thomassusan@realtor.com,(504) 223-7625,Century 21,Orlando,FL,Orlando,FL948759,FL,8,10,4000000,86,B,B,4.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Jerry Lewis,Jerry,Lewis,jerry_lewis@yahoo.com,(843) 927-6293,Century 21,Memphis,TN,Memphis,TN273168,TN,2,35,11200000,91,B,B,4.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Amanda Scott,Amanda,Scott,amanda.scott@coldwellbanker.com,(407) 379-5037,CBRE,St. Louis,MO,St. Louis,MO402790,MO,5,12,3120000,85,B,B,4.7,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Kimberly Price,Kimberly,Price,pricekimberly@weichert.com,(775) 318-2382,RE/MAX,Omaha,NE,Omaha,NE834594,NE,3,8,1840000,82,B,B,4.0,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Justin Lee,Justin,Lee,jlee@hotmail.com,(215) 733-2778,Local Brokerage,Houston,TX,Houston,TX145611,TX,6,30,10500000,100,A,A,3.5,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Helen Garcia,Helen,Garcia,garcia.h@remax.com,(559) 468-4946,Compass,Fayetteville,AR,Fayetteville,AR489908,AR,8,12,2340000,80,C,C,4.9,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Helen Cruz,Helen,Cruz,cruz.h@kw.com,(402) 662-4471,Zillow Premier Agent,Los Angeles,CA,Los Angeles,CA123502,CA,5,40,30000000,91,A,A,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Larry Clark,Larry,Clark,clarklarry@coldwellbanker.com,(716) 948-1861,HomeSmart,Atlanta,GA,Atlanta,GA635158,GA,6,20,6500000,92,A,A,4.3,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Steven Gonzalez,Steven,Gonzalez,steven.gonzalez@hotmail.com,(515) 745-2551,Keller Williams,Phoenix,AZ,Phoenix,AZ790772,AZ,7,16,7200000,91,A,A,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Jonathan Nguyen,Jonathan,Nguyen,jonathan.nguyen@homesmart.com,(202) 469-3596,Cushman & Wakefield,Cedar Rapids,IA,Cedar Rapids,IA910775,IA,3,3,615000,78,C,C,4.9,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Ryan Jimenez,Ryan,Jimenez,ryan.jimenez@coldwellbanker.com,(804) 203-1350,JPMorgan Real Estate,Tampa,FL,Tampa,FL138425,FL,1,28,11200000,85,B,B,4.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Susan Miller,Susan,Miller,millersusan@compass.com,(515) 743-3475,Redfin,Columbus,OH,Columbus,OH640432,OH,3,10,2500000,82,B,B,4.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-21T07:00:00.000000+00:00
Nicholas Young,Nicholas,Young,nicholas.young@homesmart.com,(970) 461-2939,Corcoran Global Living,Indianapolis,IN,Indianapolis,IN684952,IN,8,12,2880000,78,B,B,4.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Eric Lewis,Eric,Lewis,eric.lewis@exp.com,(615) 912-6548,ERA Real Estate,San Antonio,TX,San Antonio,TX256966,TX,4,12,4200000,85,B,B,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Scott King,Scott,King,scott_king@kw.com,(210) 736-3291,Independent Agent,Tucson,AZ,Tucson,AZ425884,AZ,3,15,6750000,90,B,B,4.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Amy Gray,Amy,Gray,gray.a@coldwellbanker.com,(410) 493-5743,JPMorgan Real Estate,Lincoln,NE,Lincoln,NE783345,NE,4,10,2300000,79,C,C,4.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-21T07:00:00.000000+00:00
Brenda Price,Brenda,Price,price.b@yahoo.com,(202) 368-2439,Redfin,Madison,WI,Madison,WI649270,WI,4,10,2750000,85,C,C,4.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Brian Patel,Brian,Patel,patel.b@homesmart.com,(806) 876-2252,Berkshire Hathaway HomeServices,Wichita,KS,Wichita,KS599689,KS,2,12,2400000,61,C,C,4.5,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Cynthia Walker,Cynthia,Walker,cwalker@gmail.com,(415) 625-1445,ERA Real Estate,Portland,OR,Portland,OR215793,OR,5,50,25000000,95,A,A,3.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Helen Parker,Helen,Parker,helenparker@homesmart.com,(585) 844-2353,Corcoran Global Living,Atlanta,GA,Atlanta,GA680529,GA,4,30,9750000,92,A,A,4.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Kenneth Stewart,Kenneth,Stewart,stewartkenneth@weichert.com,(865) 899-2664,Weichert Realtors,Orlando,FL,Orlando,FL301784,FL,10,22,8800000,90,B,B,4.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Margaret Howard,Margaret,Howard,margaret.howard@exp.com,(404) 268-3503,Realty ONE Group,Sacramento,CA,Sacramento,CA419496,CA,1,15,11250000,75,B,B,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Helen Torres,Helen,Torres,helen.torres@exp.com,(408) 384-9357,Zillow Premier Agent,Milwaukee,WI,Milwaukee,WI443961,WI,7,8,2200000,83,B,B,4.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Christine Evans,Christine,Evans,evans.c@coldwellbanker.com,(402) 624-6030,Marcus & Millichap,Cedar Rapids,IA,Cedar Rapids,IA908713,IA,5,10,2050000,82,C,C,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Carolyn King,Carolyn,King,carolynking73@compass.com,(312) 530-5175,United Real Estate,Seattle,WA,Seattle,WA562485,WA,7,25,15000000,88,A,A,4.5,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Jeffrey Thomas,Jeffrey,Thomas,jeffrey_thomas@exp.com,(575) 657-6798,Marcus & Millichap,Boston,MA,Boston,MA762311,MA,7,8,5200000,92,A,A,3.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Maria Patel,Maria,Patel,patel.m@hotmail.com,(515) 817-7959,ERA Real Estate,Albuquerque,NM,Albuquerque,NM548339,NM,1,15,4125000,81,C,C,4.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Michael Diaz,Michael,Diaz,michael_diaz@exp.com,(316) 335-3703,Berkshire Hathaway HomeServices,Chattanooga,TN,Chattanooga,TN610492,TN,5,15,4800000,77,C,C,4.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Scott Patel,Scott,Patel,scott.patel@gmail.com,(608) 654-7664,CBRE,Bend,OR,Bend,OR943589,OR,4,12,6000000,74,C,C,3.0,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Timothy Jones,Timothy,Jones,timothy.jones@exp.com,(260) 843-9699,Marcus & Millichap,Chicago,IL,Chicago,IL89136,IL,6,35,10500000,99,A,A,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Brandon Wood,Brandon,Wood,woodbrandon@outlook.com,(619) 687-6744,Marcus & Millichap,Spokane,WA,Spokane,WA369340,WA,1,6,3600000,61,C,C,4.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Linda Bailey,Linda,Bailey,bailey.l@century21.com,(423) 785-6482,eXp Realty,Montgomery,AL,Montgomery,AL494064,AL,3,8,1760000,85,C,C,4.8,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Betty Myers,Betty,Myers,bettymyers31@compass.com,(520) 412-5421,CBRE,Omaha,NE,Omaha,NE858425,NE,12,10,2300000,73,B,B,3.4,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Debra Turner,Debra,Turner,dturner@remax.com,(585) 345-2488,Weichert Realtors,Lincoln,NE,Lincoln,NE567028,NE,5,15,3450000,85,C,C,4.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Stephanie Flores,Stephanie,Flores,stephanie_flores@sothebysrealty.com,(716) 848-7408,Local Brokerage,Jackson,MS,Jackson,MS464144,MS,5,8,1440000,83,C,C,4.9,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Katherine Williams,Katherine,Williams,williamskatherine@outlook.com,(614) 697-2218,Corcoran Global Living,Minneapolis,MN,Minneapolis,MN809086,MN,3,12,4200000,87,A,A,4.3,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Dorothy Ward,Dorothy,Ward,dorothy_ward@compass.com,(719) 247-4896,ERA Real Estate,Los Angeles,CA,Los Angeles,CA150028,CA,12,16,12000000,84,A,A,5.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Daniel Reed,Daniel,Reed,daniel_reed@realtor.com,(501) 215-8459,eXp Realty,Indianapolis,IN,Indianapolis,IN460030,IN,8,4,960000,73,B,B,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Justin Jimenez,Justin,Jimenez,justin.jimenez@gmail.com,(206) 695-2613,Marcus & Millichap,Bend,OR,Bend,OR844965,OR,7,20,10000000,80,C,C,4.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Justin Bennett,Justin,Bennett,justin_bennett@century21.com,(509) 235-6352,ERA Real Estate,Phoenix,AZ,Phoenix,AZ351160,AZ,7,35,15750000,97,A,A,5.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Linda Price,Linda,Price,lindaprice29@remax.com,(503) 518-6016,Berkshire Hathaway HomeServices,Little Rock,AR,Little Rock,AR227517,AR,3,6,1170000,77,C,C,3.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Kenneth Diaz,Kenneth,Diaz,kenneth.diaz@aol.com,(414) 242-7195,Coldwell Banker,Des Moines,IA,Des Moines,IA179467,IA,4,15,3075000,66,C,C,3.7,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Nicholas Cook,Nicholas,Cook,nicholascook32@weichert.com,(423) 233-6848,eXp Realty,Tucson,AZ,Tucson,AZ477280,AZ,5,18,8100000,73,B,B,5.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Linda Hughes,Linda,Hughes,lhughes@exp.com,(210) 626-2991,Marcus & Millichap,Columbus,OH,Columbus,OH863059,OH,10,12,3000000,75,B,B,4.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Nancy Hughes,Nancy,Hughes,nancy_hughes@yahoo.com,(503) 417-6494,United Real Estate,Rochester,NY,Rochester,NY867315,NY,7,18,15300000,81,B,B,4.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Justin Hall,Justin,Hall,justin_hall@hotmail.com,(412) 867-8904,Better Homes and Gardens Real Estate,Charlotte,NC,Charlotte,NC474116,NC,1,10,3100000,83,B,B,3.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Elizabeth Gray,Elizabeth,Gray,grayelizabeth@gmail.com,(216) 861-1722,Century 21,New York,NY,New York,NY962518,NY,12,20,17000000,85,A,A,3.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Amy Long,Amy,Long,amylong80@remax.com,(614) 792-5423,Cushman & Wakefield,Philadelphia,PA,Philadelphia,PA227438,PA,5,16,4640000,68,A,A,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Samantha Clark,Samantha,Clark,samanthaclark@coldwellbanker.com,(317) 706-2229,Keller Williams,Milwaukee,WI,Milwaukee,WI891269,WI,1,10,2750000,74,B,B,4.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-21T07:00:00.000000+00:00
Elizabeth Price,Elizabeth,Price,eprice@weichert.com,(503) 885-8029,eXp Realty,Los Angeles,CA,Los Angeles,CA844041,CA,7,12,9000000,84,A,A,3.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Donald Martinez,Donald,Martinez,martinezdonald@sothebysrealty.com,(412) 589-5439,Coldwell Banker,Columbus,OH,Columbus,OH851984,OH,1,35,8750000,78,B,B,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Lisa Young,Lisa,Young,lyoung@century21.com,(206) 436-9661,JPMorgan Real Estate,Charlotte,NC,Charlotte,NC108065,NC,2,12,3720000,70,B,B,4.6,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-21T07:00:00.000000+00:00
Pamela Thomas,Pamela,Thomas,thomaspamela@kw.com,(318) 390-9607,Cushman & Wakefield,San Jose,CA,San Jose,CA841090,CA,4,25,18750000,75,A,A,4.7,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Margaret Wood,Margaret,Wood,margaretwood@hotmail.com,(575) 998-4778,CBRE,Asheville,NC,Asheville,NC895303,NC,3,12,3720000,81,C,C,4.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Katherine Patel,Katherine,Patel,patel.k@aol.com,(336) 731-5138,Independent Agent,Los Angeles,CA,Los Angeles,CA317753,CA,3,16,12000000,89,A,A,4.5,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Stephen Mendoza,Stephen,Mendoza,mendoza.s@gmail.com,(608) 810-7483,JLL,Houston,TX,Houston,TX622189,TX,5,20,7000000,91,A,A,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Gary Martinez,Gary,Martinez,martinez.g@realtor.com,(615) 337-4482,Corcoran Global Living,Columbus,OH,Columbus,OH999470,OH,6,22,5500000,91,B,B,3.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Justin Howard,Justin,Howard,justinhoward@kw.com,(202) 779-6292,Local Brokerage,Memphis,TN,Memphis,TN325172,TN,2,8,2560000,61,B,B,3.6,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Dennis Ramirez,Dennis,Ramirez,dennis_ramirez@hotmail.com,(318) 994-4164,Coldwell Banker,New York,NY,New York,NY597634,NY,5,16,13600000,76,A,A,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Barbara Cook,Barbara,Cook,barbaracook91@remax.com,(212) 375-6026,eXp Realty,Columbus,OH,Columbus,OH131566,OH,4,10,2500000,62,B,B,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Amy Mitchell,Amy,Mitchell,amitchell@compass.com,(608) 417-1940,Corcoran Global Living,Chicago,IL,Chicago,IL504277,IL,4,8,2400000,80,A,A,4.6,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Nicholas Chavez,Nicholas,Chavez,nicholaschavez@aol.com,(210) 218-8512,CBRE,San Jose,CA,San Jose,CA925211,CA,5,40,30000000,91,A,A,3.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Kimberly Chavez,Kimberly,Chavez,chavez.k@century21.com,(617) 632-8673,Independent Agent,Sacramento,CA,Sacramento,CA319930,CA,10,28,21000000,78,B,B,3.2,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-21T07:00:00.000000+00:00
Jennifer Ross,Jennifer,Ross,jennifer_ross@remax.com,(804) 285-2457,Century 21,Mobile,AL,Mobile,AL288032,AL,1,12,2640000,62,C,C,3.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Joseph Baker,Joseph,Baker,josephbaker@realtor.com,(213) 867-9100,Century 21,Washington,DC,Washington,DC118957,DC,6,60,42000000,93,A,A,4.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Benjamin Harris,Benjamin,Harris,benjamin_harris@remax.com,(405) 483-5925,Berkshire Hathaway HomeServices,Baltimore,MD,Baltimore,MD948600,MD,4,10,4250000,83,B,B,3.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Christopher James,Christopher,James,christopherjames3@homesmart.com,(414) 232-2121,Cushman & Wakefield,Washington,DC,Washington,DC606091,DC,12,12,8400000,83,A,A,3.9,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Debra Davis,Debra,Davis,davis.d@outlook.com,(213) 623-7928,United Real Estate,Lincoln,NE,Lincoln,NE617452,NE,3,6,1380000,74,C,C,4.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Gregory Wilson,Gregory,Wilson,gregorywilson@realtor.com,(502) 815-9908,Realty ONE Group,Chicago,IL,Chicago,IL736721,IL,6,30,9000000,96,A,A,3.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Stephanie Perez,Stephanie,Perez,stephanieperez@gmail.com,(504) 456-4378,Redfin,Atlanta,GA,Atlanta,GA318551,GA,12,16,5200000,75,A,A,3.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Ruth Howard,Ruth,Howard,ruthhoward23@coldwellbanker.com,(303) 974-2668,Coldwell Banker,Denver,CO,Denver,CO465539,CO,4,50,27500000,79,A,A,3.7,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Jonathan Brooks,Jonathan,Brooks,jonathanbrooks@aol.com,(816) 760-8963,Independent Agent,Milwaukee,WI,Milwaukee,WI390686,WI,10,12,3300000,89,B,B,4.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
John Richardson,John,Richardson,richardson.j@sothebysrealty.com,(404) 934-8281,CBRE,Phoenix,AZ,Phoenix,AZ208691,AZ,5,25,11250000,92,A,A,4.9,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Justin Miller,Justin,Miller,miller.j@aol.com,(901) 351-5203,Coldwell Banker,Albuquerque,NM,Albuquerque,NM431394,NM,5,20,5500000,86,C,C,4.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
James Watson,James,Watson,watsonjames@gmail.com,(513) 992-1465,CBRE,Dallas,TX,Dallas,TX287784,TX,15,12,4200000,91,A,A,4.7,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Nicole Martin,Nicole,Martin,nicolemartin23@gmail.com,(402) 776-5546,eXp Realty,Seattle,WA,Seattle,WA520934,WA,4,25,15000000,86,A,A,4.1,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Emily Cruz,Emily,Cruz,emily_cruz@aol.com,(502) 661-9627,Marcus & Millichap,Riverside,CA,Riverside,CA856645,CA,3,18,13500000,67,B,B,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
James Flores,James,Flores,flores.j@aol.com,(509) 941-7378,Redfin,San Diego,CA,San Diego,CA284233,CA,6,12,9000000,74,A,A,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Nicholas Brown,Nicholas,Brown,nbrown@homesmart.com,(713) 890-6070,JPMorgan Real Estate,Savannah,GA,Savannah,GA279921,GA,1,12,3900000,77,C,C,4.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Jonathan Campbell,Jonathan,Campbell,campbell.j@remax.com,(951) 652-2279,Local Brokerage,Albuquerque,NM,Albuquerque,NM780144,NM,5,10,2750000,79,C,C,3.2,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Linda Rivera,Linda,Rivera,riveralinda@realtor.com,(951) 771-9004,JPMorgan Real Estate,Chattanooga,TN,Chattanooga,TN828294,TN,6,15,4800000,72,C,C,3.7,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Paul Long,Paul,Long,plong@gmail.com,(202) 249-4143,Realty ONE Group,Boston,MA,Boston,MA664874,MA,5,12,7800000,65,A,A,4.6,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Betty Ward,Betty,Ward,wardbetty@kw.com,(504) 369-1948,Sotheby's International Realty,Atlanta,GA,Atlanta,GA644661,GA,2,50,16250000,79,A,A,3.3,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Rachel Foster,Rachel,Foster,rachelfoster@coldwellbanker.com,(303) 795-8474,Century 21,Albuquerque,NM,Albuquerque,NM490883,NM,7,8,2200000,84,C,C,3.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Nancy Jimenez,Nancy,Jimenez,nancy_jimenez@homesmart.com,(806) 238-1406,JPMorgan Real Estate,Oklahoma City,OK,Oklahoma City,OK262002,OK,3,18,3780000,74,B,B,3.7,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Susan Scott,Susan,Scott,susanscott@exp.com,(515) 203-4569,JPMorgan Real Estate,Detroit,MI,Detroit,MI792641,MI,10,12,3300000,84,B,B,4.3,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Cynthia Scott,Cynthia,Scott,cynthiascott19@coldwellbanker.com,(901) 546-6664,Zillow Premier Agent,Houston,TX,Houston,TX938153,TX,6,25,8750000,96,A,A,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Patricia Perez,Patricia,Perez,patricia_perez@sothebysrealty.com,(415) 704-5764,Local Brokerage,Tucson,AZ,Tucson,AZ577072,AZ,6,12,5400000,89,B,B,3.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Dennis Allen,Dennis,Allen,allen.d@sothebysrealty.com,(612) 788-3693,Local Brokerage,Omaha,NE,Omaha,NE740780,NE,2,10,2300000,64,B,B,4.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Paul Jones,Paul,Jones,pauljones@realtor.com,(407) 408-6046,Marcus & Millichap,Montgomery,AL,Montgomery,AL400121,AL,4,6,1320000,65,C,C,4.6,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Sandra Rivera,Sandra,Rivera,rivera.s@sothebysrealty.com,(260) 210-9186,Zillow Premier Agent,Seattle,WA,Seattle,WA344790,WA,5,20,12000000,76,A,A,4.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Jacob Howard,Jacob,Howard,jacobhoward41@coldwellbanker.com,(801) 286-7317,Windermere Real Estate,Cleveland,OH,Cleveland,OH425084,OH,10,8,2000000,85,B,B,4.6,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Joseph Diaz,Joseph,Diaz,josephdiaz@aol.com,(850) 345-4940,CBRE,Boise,ID,Boise,ID500471,ID,4,10,4750000,79,C,C,3.6,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-21T07:00:00.000000+00:00
Jerry Parker,Jerry,Parker,parkerjerry@homesmart.com,(843) 708-2597,Realty ONE Group,St. Louis,MO,St. Louis,MO724915,MO,4,8,2080000,76,B,B,4.7,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Margaret Cooper,Margaret,Cooper,mcooper@aol.com,(601) 407-7258,ERA Real Estate,Knoxville,TN,Knoxville,TN874650,TN,4,10,3200000,71,C,C,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Emma Murphy,Emma,Murphy,emma_murphy@compass.com,(504) 879-6112,Corcoran Global Living,Chicago,IL,Chicago,IL201433,IL,8,30,9000000,98,A,A,4.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Michael Mendoza,Michael,Mendoza,mendoza.m@realtor.com,(214) 911-5085,ERA Real Estate,Boise,ID,Boise,ID651582,ID,5,6,2850000,65,C,C,3.7,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
Dennis Ramirez,Dennis,Ramirez,dennis.ramirez@remax.com,(585) 513-7770,Redfin,Atlanta,GA,Atlanta,GA339776,GA,15,50,16250000,100,A,A,4.3,realtor_scraper,https://www.kw.com/agent,2026-04-21T07:00:00.000000+00:00
Eric Morales,Eric,Morales,eric_morales@weichert.com,(713) 798-9773,JLL,Chicago,IL,Chicago,IL679264,IL,8,8,2400000,68,A,A,4.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-21T07:00:00.000000+00:00
Laura Lopez,Laura,Lopez,lopezlaura@homesmart.com,(314) 267-1527,Berkshire Hathaway HomeServices,Savannah,GA,Savannah,GA692042,GA,1,12,3900000,63,C,C,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-21T07:00:00.000000+00:00
Alexander Reyes,Alexander,Reyes,areyes@century21.com,(612) 618-9050,eXp Realty,Minneapolis,MN,Minneapolis,MN356153,MN,3,20,7000000,82,A,A,4.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-21T07:00:00.000000+00:00
